id,wholesaler_id,retailer_id,buyer_type,shipping_type,order_type,book_time,last_status,last_status_time,anomaly_label,trx_time,trx_date,line_count,line_hms,qty,qty_hms,value,value_hms,ts
3493576,134906,199973,retailer,pick-up,app,6/2/2020 14:54,selesai,6/3/2020 8:10,0,2020-06-02 14:54:00,20200602,18,5,212.0,21.0,1357500,356500,1591109640.0
3493594,60855,22307,retailer,pick-up,otc,6/2/2020 14:55,selesai,6/2/2020 14:55,0,2020-06-02 14:55:00,20200602,3,3,15.0,15.0,326000,326000,1591109700.0
3493633,132747,114982,retailer,pick-up,app,6/2/2020 14:57,selesai,6/3/2020 21:58,0,2020-06-02 14:57:00,20200602,28,10,149.0,41.0,1665450,799200,1591109820.0
3493694,56128,29646,retailer,pick-up,app,6/2/2020 15:00,selesai,6/3/2020 12:51,0,2020-06-02 15:00:00,20200602,11,4,200.0,70.0,3250900,1241500,1591110000.0
3493851,154435,95767,retailer,same-day,app,6/2/2020 15:09,selesai,6/16/2020 8:03,0,2020-06-02 15:09:00,20200602,9,6,430.0,290.0,8663000,5886000,1591110540.0
3695021,180312,81256,retailer,pick-up,app,6/16/2020 10:10,selesai,6/16/2020 10:20,0,2020-06-16 10:10:00,20200616,1,0,10.0,0.0,207000,0,1592302200.0
3695028,100492,93593,retailer,same-day,app,6/16/2020 10:10,selesai,6/17/2020 12:12,0,2020-06-16 10:10:00,20200616,10,3,111.0,21.0,2295000,581500,1592302200.0
3797444,53898,3061,retailer,next-day,app,6/22/2020 10:40,selesai,6/25/2020 8:03,0,2020-06-22 10:40:00,20200622,3,2,60.0,30.0,850500,593500,1592822400.0
3797451,134933,76260,retailer,pick-up,app,6/22/2020 10:40,selesai,6/22/2020 15:31,0,2020-06-22 10:40:00,20200622,16,1,53.0,1.0,2122000,184000,1592822400.0
3797494,138579,121374,retailer,pick-up,app,6/22/2020 10:41,selesai,6/25/2020 17:41,0,2020-06-22 10:41:00,20200622,1,1,5.0,5.0,815000,815000,1592822460.0
3797519,54995,44566,retailer,same-day,app,6/22/2020 10:42,selesai,6/24/2020 11:53,0,2020-06-22 10:42:00,20200622,12,0,602.0,0.0,1425000,0,1592822520.0
3797551,143027,114169,retailer,same-day,app,6/22/2020 10:43,selesai,6/24/2020 18:19,0,2020-06-22 10:43:00,20200622,5,5,42.0,42.0,1015100,1015100,1592822580.0
5266868,131638,142901,retailer,pick-up,app,8/29/2020 13:38,selesai,8/29/2020 21:12,0,2020-08-29 13:38:00,20200829,7,1,24.0,2.0,547900,31800,1598708280.0
5266879,140151,1131308,retailer,pick-up,otc,8/29/2020 13:38,selesai,8/29/2020 13:38,0,2020-08-29 13:38:00,20200829,6,0,32.0,0.0,589250,0,1598708280.0
5266893,1125406,1131950,retailer,pick-up,otc,8/29/2020 13:38,selesai,8/29/2020 13:38,0,2020-08-29 13:38:00,20200829,5,0,17.0,0.0,216500,0,1598708280.0
5265089,56210,35640,retailer,same-day,app,8/29/2020 12:26,selesai,8/29/2020 18:11,0,2020-08-29 12:26:00,20200829,26,8,251.0,104.0,3365950,1650200,1598703960.0
5427762,141613,1118579,retailer,pick-up,otc,9/5/2020 19:50,selesai,9/5/2020 19:50,0,2020-09-05 19:50:00,20200905,4,0,55.0,0.0,812000,0,1599335400.0
5414233,56578,1171546,retailer,pick-up,app,9/5/2020 9:11,selesai,9/5/2020 10:00,0,2020-09-05 09:11:00,20200905,21,6,355.0,50.0,2292600,874500,1599297060.0
5414347,57637,27757,retailer,pick-up,app,9/5/2020 9:14,selesai,9/5/2020 20:36,0,2020-09-05 09:14:00,20200905,27,3,672.0,25.0,3557750,472750,1599297240.0
5398214,137882,71567,retailer,pick-up,app,9/4/2020 13:04,selesai,9/4/2020 20:09,0,2020-09-04 13:04:00,20200904,26,8,78.0,9.0,1280000,192850,1599224640.0
5404580,145033,106046,retailer,pick-up,app,9/4/2020 16:49,selesai,9/6/2020 22:48,0,2020-09-04 16:49:00,20200904,7,6,47.0,42.0,913900,777400,1599238140.0
5386589,137584,76143,retailer,pick-up,app,9/4/2020 5:28,selesai,9/4/2020 13:07,0,2020-09-04 05:28:00,20200904,10,5,75.0,39.0,1543250,861650,1599197280.0
5386596,156672,98643,retailer,pick-up,app,9/4/2020 5:31,konfirmasi-perubahan,9/4/2020 13:38,0,2020-09-04 05:31:00,20200904,19,6,131.0,11.0,728200,237000,1599197460.0
5404667,137088,93623,retailer,pick-up,app,9/4/2020 16:54,selesai,9/10/2020 17:29,0,2020-09-04 16:54:00,20200904,14,10,48.0,31.0,959800,573800,1599238440.0
5404767,150878,173013,retailer,pick-up,app,9/4/2020 17:00,selesai,9/10/2020 10:39,0,2020-09-04 17:00:00,20200904,11,3,239.0,200.0,801000,270000,1599238800.0
5404768,137700,809329,retailer,pick-up,otc,9/4/2020 17:00,selesai,9/4/2020 17:00,0,2020-09-04 17:00:00,20200904,1,1,30.0,30.0,663000,663000,1599238800.0
5185649,141689,82345,retailer,pick-up,app,8/26/2020 6:18,selesai,8/27/2020 7:11,0,2020-08-26 06:18:00,20200826,16,5,51.0,15.0,807200,295500,1598422680.0
5185868,137744,81491,retailer,pick-up,app,8/26/2020 6:34,selesai,8/29/2020 19:00,0,2020-08-26 06:34:00,20200826,5,4,22.0,12.0,306200,205200,1598423640.0
5283318,1131,240955,retailer,pick-up,otc,8/30/2020 15:01,selesai,8/30/2020 15:01,0,2020-08-30 15:01:00,20200830,4,4,9.0,9.0,168600,168600,1598799660.0
5283336,53829,135064,retailer,same-day,app,8/30/2020 15:02,selesai,9/1/2020 16:59,0,2020-08-30 15:02:00,20200830,1,0,5.0,0.0,155000,0,1598799720.0
5283417,143435,105232,retailer,pick-up,otc,8/30/2020 15:08,selesai,8/30/2020 15:08,0,2020-08-30 15:08:00,20200830,1,1,2.0,2.0,368000,368000,1598800080.0
5070938,140598,126295,retailer,same-day,app,8/20/2020 18:00,selesai,8/21/2020 8:24,0,2020-08-20 18:00:00,20200820,3,3,5.0,5.0,600000,600000,1597946400.0
3700296,137063,152882,retailer,pick-up,app,6/16/2020 13:57,selesai,6/21/2020 15:37,0,2020-06-16 13:57:00,20200616,6,2,29.0,4.0,530250,210500,1592315820.0
3700331,164729,1110359,retailer,pick-up,app,6/16/2020 13:59,selesai,6/17/2020 20:24,0,2020-06-16 13:59:00,20200616,1,0,3.0,0.0,19200,0,1592315940.0
3700649,162846,34847,retailer,pick-up,app,6/16/2020 14:13,selesai,6/19/2020 14:09,0,2020-06-16 14:13:00,20200616,7,1,30.0,10.0,440250,114300,1592316780.0
3768952,261265,719379,retailer,pick-up,app,6/20/2020 11:35,selesai,6/22/2020 9:25,0,2020-06-20 11:35:00,20200620,9,5,14.0,10.0,1086100,695600,1592652900.0
3768969,265881,464135,retailer,pick-up,app,6/20/2020 11:36,selesai,6/20/2020 22:09,0,2020-06-20 11:36:00,20200620,11,4,50.0,8.0,646150,154300,1592652960.0
3768984,130630,139840,retailer,pick-up,app,6/20/2020 11:37,selesai,6/23/2020 10:51,0,2020-06-20 11:37:00,20200620,15,6,85.0,32.0,1101450,623400,1592653020.0
3800989,175615,21506,retailer,pick-up,app,6/22/2020 12:48,selesai,6/23/2020 10:17,0,2020-06-22 12:48:00,20200622,11,3,45.0,13.0,789100,196050,1592830080.0
3801040,138797,121816,retailer,pick-up,app,6/22/2020 12:50,selesai,6/22/2020 15:24,0,2020-06-22 12:50:00,20200622,8,6,67.0,45.0,1006200,823200,1592830200.0
3689532,56210,136195,retailer,same-day,app,6/16/2020 5:37,selesai,6/17/2020 17:52,0,2020-06-16 05:37:00,20200616,10,1,33.0,10.0,518300,220500,1592285820.0
3754230,55990,54134,retailer,same-day,app,6/19/2020 14:11,selesai,6/22/2020 13:02,0,2020-06-19 14:11:00,20200619,7,4,27.0,18.0,432600,280100,1592575860.0
3572815,58380,16664,retailer,pick-up,app,6/8/2020 11:22,selesai,6/12/2020 22:12,0,2020-06-08 11:22:00,20200608,3,3,50.0,50.0,1103000,1103000,1591615320.0
3797331,141828,120985,retailer,pick-up,app,6/22/2020 10:36,selesai,6/22/2020 10:42,0,2020-06-22 10:36:00,20200622,6,6,41.0,41.0,760000,760000,1592822160.0
3797363,137729,104100,retailer,pick-up,app,6/22/2020 10:38,selesai,6/23/2020 15:13,0,2020-06-22 10:38:00,20200622,1,1,100.0,100.0,1835000,1835000,1592822280.0
3797378,136236,175198,retailer,pick-up,app,6/22/2020 10:38,selesai,6/26/2020 8:34,0,2020-06-22 10:38:00,20200622,3,0,4.0,0.0,205500,0,1592822280.0
3797395,172989,85195,retailer,pick-up,app,6/22/2020 10:39,selesai,6/25/2020 15:17,0,2020-06-22 10:39:00,20200622,7,5,130.0,100.0,2397500,1917000,1592822340.0
3493345,151511,107991,retailer,pick-up,app,6/2/2020 14:41,selesai,6/2/2020 17:39,0,2020-06-02 14:41:00,20200602,3,0,9.0,0.0,622500,0,1591108860.0
3493363,137063,199004,retailer,pick-up,app,6/2/2020 14:42,selesai,6/11/2020 15:40,0,2020-06-02 14:42:00,20200602,23,8,1061.0,47.0,6663100,3592600,1591108920.0
3493596,258044,250759,retailer,pick-up,app,6/2/2020 14:55,selesai,6/5/2020 17:15,0,2020-06-02 14:55:00,20200602,8,6,71.0,42.0,1255000,874000,1591109700.0
3493632,173684,232573,retailer,pick-up,otc,6/2/2020 14:57,selesai,6/2/2020 14:57,0,2020-06-02 14:57:00,20200602,14,1,136.0,3.0,1857400,57900,1591109820.0
3493713,135781,151999,retailer,pick-up,otc,6/2/2020 15:02,selesai,6/2/2020 15:02,0,2020-06-02 15:02:00,20200602,5,2,58.0,20.0,971500,335000,1591110120.0
3493763,144763,158312,retailer,pick-up,otc,6/2/2020 15:05,selesai,6/2/2020 15:10,0,2020-06-02 15:05:00,20200602,7,0,63.0,0.0,2329000,0,1591110300.0
3493813,141988,122498,retailer,next-day,app,6/2/2020 15:07,selesai,6/10/2020 8:11,0,2020-06-02 15:07:00,20200602,4,4,54.0,54.0,1131000,1131000,1591110420.0
3493832,144763,157248,retailer,pick-up,otc,6/2/2020 15:08,selesai,6/2/2020 15:08,0,2020-06-02 15:08:00,20200602,13,1,104.0,10.0,1874000,221000,1591110480.0
3493881,53998,232667,retailer,pick-up,app,6/2/2020 15:11,selesai,6/7/2020 20:15,0,2020-06-02 15:11:00,20200602,6,2,31.0,10.0,569000,190000,1591110660.0
3566681,137061,95588,retailer,same-day,app,6/8/2020 7:00,selesai,6/9/2020 9:02,0,2020-06-08 07:00:00,20200608,1,1,10.0,10.0,159500,159500,1591599600.0
3566682,56563,23541,retailer,same-day,app,6/8/2020 7:00,selesai,6/8/2020 18:42,0,2020-06-08 07:00:00,20200608,3,0,7.0,0.0,1039000,0,1591599600.0
3566696,54022,240261,retailer,pick-up,otc,6/8/2020 7:01,selesai,6/8/2020 7:01,0,2020-06-08 07:01:00,20200608,9,6,9.0,6.0,623475,114475,1591599660.0
3566713,135640,81609,retailer,pick-up,app,6/8/2020 7:03,selesai,6/8/2020 14:41,0,2020-06-08 07:03:00,20200608,17,3,66.0,12.0,1003600,190150,1591599780.0
3797414,58209,11568,retailer,pick-up,app,6/22/2020 10:39,selesai,6/26/2020 9:15,0,2020-06-22 10:39:00,20200622,14,2,14.0,2.0,1656500,371500,1592822340.0
3797428,169010,72262,retailer,next-day,app,6/22/2020 10:39,selesai,6/24/2020 1:38,0,2020-06-22 10:39:00,20200622,6,2,26.0,10.0,884155,135405,1592822340.0
3797463,136347,93827,retailer,next-day,app,6/22/2020 10:41,selesai,6/25/2020 8:12,0,2020-06-22 10:41:00,20200622,24,3,870.0,40.0,6078000,912000,1592822460.0
3797513,1105694,127570,retailer,same-day,app,6/22/2020 10:42,selesai,6/23/2020 12:18,0,2020-06-22 10:42:00,20200622,3,0,33.0,0.0,427500,0,1592822520.0
5417835,140994,223812,retailer,pick-up,app,9/5/2020 11:00,selesai,9/8/2020 9:35,0,2020-09-05 11:00:00,20200905,7,3,11.0,5.0,176000,83400,1599303600.0
5192552,92271,1253677,retailer,pick-up,otc,8/26/2020 10:18,selesai,8/26/2020 10:18,0,2020-08-26 10:18:00,20200826,17,6,408.0,110.0,6761500,2211000,1598437080.0
5192638,135560,248051,retailer,pick-up,app,8/26/2020 10:20,selesai,9/3/2020 17:26,0,2020-08-26 10:20:00,20200826,1,0,40.0,0.0,190000,0,1598437200.0
5189961,57705,165337,retailer,pick-up,app,8/26/2020 9:03,siap-diambil,8/26/2020 9:11,0,2020-08-26 09:03:00,20200826,7,4,33.0,22.0,580600,384100,1598432580.0
5189994,134684,122404,retailer,pick-up,app,8/26/2020 9:04,selesai,9/2/2020 16:15,0,2020-08-26 09:04:00,20200826,3,3,13.0,13.0,247500,247500,1598432640.0
5190079,54019,36338,retailer,pick-up,app,8/26/2020 9:06,selesai,8/31/2020 12:08,0,2020-08-26 09:06:00,20200826,7,2,36.0,15.0,732750,359250,1598432760.0
5190098,1136,719,retailer,pick-up,app,8/26/2020 9:07,selesai,8/27/2020 7:33,0,2020-08-26 09:07:00,20200826,16,3,214.0,22.0,2046650,458150,1598432820.0
5202615,134903,190532,retailer,pick-up,app,8/26/2020 16:08,selesai,8/29/2020 16:43,0,2020-08-26 16:08:00,20200826,6,0,183.0,0.0,518000,0,1598458080.0
3797664,1147,563,retailer,same-day,app,6/22/2020 10:46,selesai,6/25/2020 18:55,0,2020-06-22 10:46:00,20200622,12,3,108.0,25.0,1842600,433000,1592822760.0
3797682,54038,42147,retailer,pick-up,app,6/22/2020 10:47,selesai,6/23/2020 9:57,0,2020-06-22 10:47:00,20200622,20,3,110.0,16.0,1412240,217100,1592822820.0
3797746,209569,76735,retailer,pick-up,otc,6/22/2020 10:49,selesai,6/22/2020 10:49,0,2020-06-22 10:49:00,20200622,11,2,72.0,6.0,727000,156000,1592822940.0
3797749,173764,70336,retailer,pick-up,app,6/22/2020 10:49,selesai,6/22/2020 13:24,0,2020-06-22 10:49:00,20200622,13,7,71.0,16.0,2861750,1413750,1592822940.0
3775421,129050,166770,retailer,pick-up,app,6/20/2020 17:01,selesai,8/23/2020 16:55,0,2020-06-20 17:01:00,20200620,14,2,242.0,30.0,3149100,430000,1592672460.0
3775468,132955,128083,retailer,pick-up,app,6/20/2020 17:06,selesai,6/21/2020 22:05,0,2020-06-20 17:06:00,20200620,17,13,83.0,69.0,1309000,1121500,1592672760.0
3800021,160548,127728,retailer,pick-up,app,6/22/2020 12:07,selesai,6/29/2020 16:36,0,2020-06-22 12:07:00,20200622,9,0,14.0,0.0,1096000,0,1592827620.0
5337018,101287,1291035,retailer,pick-up,otc,9/1/2020 22:46,selesai,9/1/2020 22:46,0,2020-09-01 22:46:00,20200901,1,1,1.0,1.0,66000,66000,1599000360.0
5287407,254427,103038,retailer,pick-up,otc,8/30/2020 21:14,selesai,8/30/2020 21:14,0,2020-08-30 21:14:00,20200830,7,7,64.0,64.0,1241000,1241000,1598822040.0
5287441,145608,83844,retailer,same-day,app,8/30/2020 21:16,selesai,9/2/2020 4:23,0,2020-08-30 21:16:00,20200830,9,4,88.0,28.0,1424450,453450,1598822160.0
5287509,137610,220767,retailer,pick-up,app,8/30/2020 21:24,selesai,9/16/2020 21:49,0,2020-08-30 21:24:00,20200830,8,2,24.0,6.0,479100,114300,1598822640.0
5287543,134349,171574,retailer,pick-up,app,8/30/2020 21:28,selesai,8/31/2020 13:28,0,2020-08-30 21:28:00,20200830,30,6,391.0,16.0,1518300,369300,1598822880.0
5287984,138579,111814,retailer,same-day,app,8/30/2020 22:20,selesai,9/16/2020 16:00,0,2020-08-30 22:20:00,20200830,6,6,26.0,26.0,574750,574750,1598826000.0
5288077,54577,13310,retailer,pick-up,app,8/30/2020 22:33,selesai,8/31/2020 20:17,0,2020-08-30 22:33:00,20200830,12,0,201.0,0.0,1177500,0,1598826780.0
5417431,54200,54960,retailer,pick-up,app,9/5/2020 10:48,selesai,9/6/2020 9:29,0,2020-09-05 10:48:00,20200905,4,3,24.0,19.0,342700,293200,1599302880.0
5386781,138918,127709,retailer,pick-up,app,9/4/2020 6:04,siap-diambil,9/4/2020 15:35,0,2020-09-04 06:04:00,20200904,4,4,37.0,37.0,857800,857800,1599199440.0
5386856,57955,15391,retailer,pick-up,app,9/4/2020 6:11,selesai,9/9/2020 16:25,0,2020-09-04 06:11:00,20200904,22,10,77.0,28.0,2197300,997650,1599199860.0
5386913,54616,58077,retailer,pick-up,app,9/4/2020 6:14,selesai,9/9/2020 2:19,0,2020-09-04 06:14:00,20200904,30,3,250.0,18.0,2917400,414600,1599200040.0
5386924,55228,57500,retailer,pick-up,app,9/4/2020 6:16,selesai,9/4/2020 10:22,0,2020-09-04 06:16:00,20200904,45,3,258.0,16.0,1679425,303725,1599200160.0
5428965,54587,55442,retailer,next-day,app,9/5/2020 22:07,selesai,9/8/2020 9:52,0,2020-09-05 22:07:00,20200905,14,0,145.0,0.0,868700,0,1599343620.0
5185561,137184,165680,retailer,pick-up,app,8/26/2020 6:10,selesai,8/26/2020 14:33,0,2020-08-26 06:10:00,20200826,7,1,24.0,2.0,323750,31800,1598422200.0
5185570,56553,48537,retailer,pick-up,app,8/26/2020 6:11,selesai,8/27/2020 20:36,0,2020-08-26 06:11:00,20200826,7,3,24.0,10.0,282550,195850,1598422260.0
5185604,101287,93318,retailer,same-day,app,8/26/2020 6:14,selesai,8/28/2020 12:16,0,2020-08-26 06:14:00,20200826,10,6,67.0,42.0,1421000,910500,1598422440.0
5192481,101582,129200,retailer,same-day,app,8/26/2020 10:16,selesai,8/29/2020 19:30,0,2020-08-26 10:16:00,20200826,35,1,87.0,3.0,1035950,48000,1598436960.0
5192517,137586,242790,retailer,pick-up,app,8/26/2020 10:17,selesai,9/1/2020 16:52,0,2020-08-26 10:17:00,20200826,8,0,15.0,0.0,2532000,0,1598437020.0
5192524,56113,66331,retailer,same-day,app,8/26/2020 10:17,selesai,8/26/2020 19:54,0,2020-08-26 10:17:00,20200826,11,0,232.0,0.0,1334300,0,1598437020.0
5186238,100848,1133309,retailer,pick-up,app,8/26/2020 6:58,siap-diambil,8/28/2020 13:48,0,2020-08-26 06:58:00,20200826,24,0,119.0,0.0,869400,0,1598425080.0
5186308,100561,142250,retailer,next-day,app,8/26/2020 7:02,selesai,8/29/2020 13:34,0,2020-08-26 07:02:00,20200826,36,0,417.0,0.0,2139100,0,1598425320.0
3800165,169010,238458,retailer,pick-up,app,6/22/2020 12:12,konfirmasi-perubahan,6/25/2020 11:47,0,2020-06-22 12:12:00,20200622,11,0,103.0,0.0,5993050,0,1592827920.0
3800167,135560,120619,retailer,pick-up,app,6/22/2020 12:13,selesai,6/23/2020 15:19,0,2020-06-22 12:13:00,20200622,3,2,10.0,8.0,209000,176200,1592827980.0
3689136,57966,265446,retailer,next-day,app,6/15/2020 23:44,pesanan-diterima,6/17/2020 15:00,0,2020-06-15 23:44:00,20200615,28,3,202.0,15.0,928500,228250,1592264640.0
3689161,186730,124995,retailer,pick-up,app,6/15/2020 23:54,selesai,6/24/2020 10:50,0,2020-06-15 23:54:00,20200615,1,0,2.0,0.0,46800,0,1592265240.0
3689206,54995,46534,retailer,same-day,app,6/16/2020 0:17,selesai,6/17/2020 14:32,0,2020-06-16 00:17:00,20200616,24,2,480.0,30.0,5873700,587500,1592266620.0
3689231,261265,113898,retailer,pick-up,app,6/16/2020 0:40,selesai,6/16/2020 14:29,0,2020-06-16 00:40:00,20200616,24,3,47.0,9.0,3298500,1816000,1592268000.0
3480591,143964,87506,retailer,pick-up,app,6/1/2020 14:29,selesai,6/2/2020 14:55,0,2020-06-01 14:29:00,20200601,11,0,996.0,0.0,5138000,0,1591021740.0
3572341,58205,48510,retailer,same-day,app,6/8/2020 11:02,selesai,6/8/2020 16:42,0,2020-06-08 11:02:00,20200608,15,1,206.0,10.0,1024500,115000,1591614120.0
3572350,137200,94222,retailer,same-day,app,6/8/2020 11:02,selesai,6/8/2020 20:19,0,2020-06-08 11:02:00,20200608,4,1,6.0,2.0,451900,54800,1591614120.0
3493202,54022,236867,retailer,pick-up,otc,6/2/2020 14:32,selesai,6/2/2020 14:32,0,2020-06-02 14:32:00,20200602,9,6,11.0,6.0,370040,111340,1591108320.0
3493225,57933,1097866,retailer,same-day,app,6/2/2020 14:34,selesai,6/4/2020 7:46,0,2020-06-02 14:34:00,20200602,9,1,55.0,5.0,1003000,80000,1591108440.0
3493259,238346,122160,retailer,pick-up,app,6/2/2020 14:36,selesai,6/2/2020 14:42,0,2020-06-02 14:36:00,20200602,3,3,35.0,35.0,597500,597500,1591108560.0
3493325,212308,239752,retailer,pick-up,app,6/2/2020 14:40,siap-diambil,6/2/2020 18:44,0,2020-06-02 14:40:00,20200602,2,0,26.0,0.0,326000,0,1591108800.0
3493332,140151,605084,retailer,pick-up,otc,6/2/2020 14:40,selesai,6/2/2020 14:40,0,2020-06-02 14:40:00,20200602,9,0,293.0,0.0,1171500,0,1591108800.0
3567029,58981,160286,retailer,pick-up,app,6/8/2020 7:25,selesai,6/10/2020 11:37,0,2020-06-08 07:25:00,20200608,5,5,17.0,17.0,298600,298600,1591601100.0
3567059,137076,84543,retailer,pick-up,app,6/8/2020 7:26,selesai,6/9/2020 8:32,0,2020-06-08 07:26:00,20200608,17,2,37.0,3.0,416400,82500,1591601160.0
5266862,136345,227644,retailer,pick-up,app,8/29/2020 13:37,selesai,8/30/2020 20:37,0,2020-08-29 13:37:00,20200829,14,5,37.0,14.0,2058000,1038000,1598708220.0
5266951,140231,1097427,retailer,same-day,app,8/29/2020 13:40,konfirmasi-perubahan,8/29/2020 16:38,0,2020-08-29 13:40:00,20200829,15,1,104.0,5.0,327200,92000,1598708400.0
5266960,141611,1164473,retailer,pick-up,otc,8/29/2020 13:41,selesai,8/29/2020 13:41,0,2020-08-29 13:41:00,20200829,6,4,7.0,4.0,235700,147100,1598708460.0
5267026,149436,78142,retailer,pick-up,app,8/29/2020 13:43,selesai,9/2/2020 12:25,0,2020-08-29 13:43:00,20200829,20,2,136.0,6.0,1257600,82350,1598708580.0
5265056,60832,31298,retailer,pick-up,app,8/29/2020 12:24,selesai,9/10/2020 1:27,0,2020-08-29 12:24:00,20200829,11,1,58.0,1.0,888600,220100,1598703840.0
5265079,56525,2624,retailer,pick-up,app,8/29/2020 12:25,selesai,8/29/2020 20:20,0,2020-08-29 12:25:00,20200829,10,0,851.0,0.0,13075450,0,1598703900.0
5414221,155924,1117472,retailer,pick-up,otc,9/5/2020 9:10,selesai,9/5/2020 9:10,0,2020-09-05 09:10:00,20200905,2,0,25.0,0.0,515000,0,1599297000.0
5398213,55696,49054,retailer,same-day,app,9/4/2020 13:04,selesai,9/7/2020 9:58,0,2020-09-04 13:04:00,20200904,2,2,21.0,21.0,506500,506500,1599224640.0
5398222,57787,17388,retailer,pick-up,app,9/4/2020 13:04,siap-diambil,9/4/2020 15:47,0,2020-09-04 13:04:00,20200904,1,1,2.0,2.0,44000,44000,1599224640.0
5386613,135781,184305,retailer,pick-up,otc,9/4/2020 5:37,selesai,9/4/2020 5:37,0,2020-09-04 05:37:00,20200904,7,5,61.0,50.0,1275500,1103500,1599197820.0
5386654,161833,172915,retailer,same-day,app,9/4/2020 5:47,selesai,9/5/2020 21:07,0,2020-09-04 05:47:00,20200904,35,1,174.0,2.0,1169650,44100,1599198420.0
5438223,153701,1116736,retailer,pick-up,app,9/6/2020 16:07,selesai,9/11/2020 14:03,0,2020-09-06 16:07:00,20200906,11,0,190.0,0.0,4615000,0,1599408420.0
5438296,183958,4442,retailer,pick-up,app,9/6/2020 16:14,selesai,9/7/2020 15:43,0,2020-09-06 16:14:00,20200906,2,1,7.0,5.0,86950,79250,1599408840.0
5438355,53829,152200,retailer,next-day,app,9/6/2020 16:19,selesai,9/10/2020 16:06,0,2020-09-06 16:19:00,20200906,33,1,59.0,3.0,2179347,66150,1599409140.0
5438389,134684,106252,retailer,pick-up,app,9/6/2020 16:22,konfirmasi-perubahan,9/7/2020 7:14,0,2020-09-06 16:22:00,20200906,10,9,105.0,105.0,2136000,2136000,1599409320.0
5191690,140598,126295,retailer,pick-up,app,8/26/2020 9:55,selesai,8/26/2020 13:21,0,2020-08-26 09:55:00,20200826,4,4,11.0,11.0,633600,633600,1598435700.0
5190107,140161,163750,retailer,pick-up,otc,8/26/2020 9:07,selesai,8/26/2020 9:07,0,2020-08-26 09:07:00,20200826,20,3,116.0,20.0,1130900,363250,1598432820.0
5190118,65518,23029,retailer,pick-up,app,8/26/2020 9:07,selesai,8/27/2020 8:26,0,2020-08-26 09:07:00,20200826,10,0,100.0,0.0,815400,0,1598432820.0
5190186,139158,25694,retailer,pick-up,app,8/26/2020 9:10,siap-diambil,9/12/2020 18:17,0,2020-08-26 09:10:00,20200826,7,7,1610.0,1610.0,385595,385595,1598433000.0
5386962,139433,683709,retailer,pick-up,app,9/4/2020 6:20,selesai,9/6/2020 16:26,0,2020-09-04 06:20:00,20200904,1,1,1.0,1.0,162500,162500,1599200400.0
5387009,57993,47005,retailer,pick-up,app,9/4/2020 6:24,selesai,9/4/2020 11:28,0,2020-09-04 06:24:00,20200904,25,1,56.0,3.0,608500,48000,1599200640.0
5387028,56572,49272,retailer,same-day,app,9/4/2020 6:25,selesai,9/5/2020 19:46,0,2020-09-04 06:25:00,20200904,22,9,84.0,61.0,1760650,968250,1599200700.0
5387043,54837,65308,retailer,same-day,app,9/4/2020 6:27,selesai,9/5/2020 15:53,0,2020-09-04 06:27:00,20200904,7,7,82.0,82.0,1313500,1313500,1599200820.0
5387060,1193549,32567,retailer,same-day,app,9/4/2020 6:28,selesai,9/6/2020 17:13,0,2020-09-04 06:28:00,20200904,23,4,68.0,13.0,1012400,508000,1599200880.0
5192577,56146,26401,retailer,same-day,app,8/26/2020 10:18,selesai,8/27/2020 20:18,0,2020-08-26 10:18:00,20200826,4,4,35.0,35.0,607250,607250,1598437080.0
5189956,139159,1224039,retailer,same-day,app,8/26/2020 9:03,selesai,8/27/2020 17:43,0,2020-08-26 09:03:00,20200826,6,1,6.0,1.0,731250,159500,1598432580.0
5190073,140314,104013,retailer,same-day,app,8/26/2020 9:06,selesai,8/27/2020 17:53,0,2020-08-26 09:06:00,20200826,7,3,98.0,16.0,659500,382500,1598432760.0
5146166,58508,31489,retailer,pick-up,app,8/24/2020 11:16,selesai,8/25/2020 12:39,0,2020-08-24 11:16:00,20200824,6,5,21.0,15.0,3093900,3082500,1598267760.0
3797621,54022,256203,retailer,pick-up,otc,6/22/2020 10:45,selesai,6/22/2020 10:45,0,2020-06-22 10:45:00,20200622,4,3,4.0,3.0,138125,60125,1592822700.0
3797723,66868,6335,retailer,same-day,app,6/22/2020 10:48,selesai,6/30/2020 23:17,0,2020-06-22 10:48:00,20200622,6,1,98.0,10.0,518500,114500,1592822880.0
3797755,60663,33901,retailer,same-day,app,6/22/2020 10:49,selesai,6/24/2020 16:07,0,2020-06-22 10:49:00,20200622,14,1,39.0,0.0,1058600,0,1592822940.0
3775359,139076,74954,retailer,pick-up,app,6/20/2020 16:57,selesai,6/20/2020 17:27,0,2020-06-20 16:57:00,20200620,12,1,155.0,10.0,2101000,221000,1592672220.0
3775410,140372,250699,retailer,pick-up,app,6/20/2020 17:00,pesanan-diterima,6/22/2020 19:38,0,2020-06-20 17:00:00,20200620,4,0,20.0,0.0,434000,0,1592672400.0
3800046,170118,184333,retailer,same-day,app,6/22/2020 12:08,selesai,6/23/2020 14:03,0,2020-06-22 12:08:00,20200622,17,5,61.0,15.0,538500,270500,1592827680.0
3800078,140572,232071,retailer,pick-up,app,6/22/2020 12:09,selesai,6/30/2020 18:49,0,2020-06-22 12:09:00,20200622,11,5,37.0,16.0,715000,287000,1592827740.0
