id,wholesaler_id,retailer_id,buyer_type,shipping_type,order_type,book_time,last_status,last_status_time,anomaly_label
5417807,136300,70697,retailer,same-day,app,9/5/2020 10:59,selesai,9/7/2020 7:50,0
5417818,135619,173196,retailer,pick-up,app,9/5/2020 11:00,selesai,9/6/2020 10:28,0
5417907,139119,123463,retailer,pick-up,app,9/5/2020 11:03,selesai,9/6/2020 7:30,0
5192573,138013,133959,retailer,same-day,app,8/26/2020 10:18,selesai,8/27/2020 13:38,0
5192634,141978,1142557,retailer,next-day,app,8/26/2020 10:20,selesai,8/28/2020 15:22,0
5192666,140161,141545,retailer,pick-up,app,8/26/2020 10:21,selesai,8/31/2020 10:37,0
5189933,141978,71399,retailer,same-day,app,8/26/2020 9:02,selesai,8/27/2020 12:10,0
5189965,57671,30264,retailer,pick-up,app,8/26/2020 9:03,selesai,8/30/2020 14:53,0
5190044,59708,47429,retailer,next-day,app,8/26/2020 9:05,selesai,8/28/2020 8:09,0
5190058,148405,117031,retailer,pick-up,app,8/26/2020 9:05,siap-diambil,8/31/2020 8:04,0
5190469,55952,1131869,retailer,pick-up,app,8/26/2020 9:18,selesai,9/6/2020 10:28,0
3797628,227995,30256,retailer,same-day,app,6/22/2020 10:45,selesai,6/24/2020 12:03,0
3797667,57918,208937,retailer,pick-up,app,6/22/2020 10:46,selesai,6/22/2020 22:30,0
3797703,54584,1101565,retailer,pick-up,otc,6/22/2020 10:48,selesai,6/22/2020 10:48,0
3775464,178165,237413,retailer,pick-up,app,6/20/2020 17:05,selesai,6/21/2020 23:48,0
3800007,142880,252097,retailer,pick-up,app,6/22/2020 12:06,selesai,6/28/2020 20:08,0
3800014,139509,106913,retailer,pick-up,app,6/22/2020 12:07,selesai,6/22/2020 19:29,0
3800082,138013,116149,retailer,pick-up,app,6/22/2020 12:09,selesai,6/22/2020 21:02,0
3800125,53744,152061,retailer,next-day,app,6/22/2020 12:11,selesai,7/9/2020 11:02,0
3480967,169010,169194,retailer,pick-up,app,6/1/2020 15:01,siap-diambil,6/2/2020 17:09,0
3480974,140752,125397,retailer,pick-up,app,6/1/2020 15:02,selesai,6/1/2020 16:18,0
3481049,91878,31219,retailer,pick-up,app,6/1/2020 15:08,selesai,6/5/2020 7:22,0
3481192,141564,118377,retailer,pick-up,app,6/1/2020 15:19,selesai,6/3/2020 21:43,0
3481578,135560,109626,retailer,pick-up,app,6/1/2020 15:50,selesai,6/2/2020 8:40,0
3767687,54815,10415,retailer,pick-up,app,6/20/2020 10:46,selesai,6/27/2020 17:42,0
3482146,54022,240303,retailer,pick-up,otc,6/1/2020 16:43,selesai,6/1/2020 16:43,0
3482210,154547,71854,retailer,pick-up,app,6/1/2020 16:50,selesai,6/3/2020 21:29,0
3572383,54802,3485,retailer,pick-up,app,6/8/2020 11:04,selesai,6/13/2020 14:20,0
3800561,54245,2520,retailer,same-day,app,6/22/2020 12:29,selesai,6/22/2020 16:12,0
3800575,53891,47673,retailer,same-day,app,6/22/2020 12:30,selesai,6/23/2020 7:36,0
3800693,139107,122140,retailer,pick-up,app,6/22/2020 12:36,selesai,7/2/2020 12:51,0
3492874,140151,176744,retailer,pick-up,otc,6/2/2020 14:12,selesai,6/2/2020 14:12,0
3492906,150878,172501,retailer,pick-up,app,6/2/2020 14:14,siap-diambil,7/2/2020 15:58,0
3492931,56945,68936,retailer,pick-up,app,6/2/2020 14:16,selesai,6/10/2020 18:26,0
3800711,54995,11618,retailer,same-day,app,6/22/2020 12:36,selesai,6/23/2020 15:40,0
3800725,165174,103513,retailer,pick-up,app,6/22/2020 12:37,pesanan-diterima,6/26/2020 9:36,0
3800736,55704,49629,retailer,pick-up,app,6/22/2020 12:38,selesai,6/25/2020 11:57,0
3493399,151417,102198,retailer,pick-up,app,6/2/2020 14:44,selesai,6/29/2020 21:29,0
3493417,55696,11238,retailer,same-day,app,6/2/2020 14:45,selesai,6/3/2020 16:50,0
3572962,133278,254306,retailer,pick-up,app,6/8/2020 11:28,selesai,6/13/2020 17:07,0
3573044,148246,228525,retailer,pick-up,otc,6/8/2020 11:31,selesai,6/8/2020 11:31,0
3494428,194117,133176,retailer,pick-up,app,6/2/2020 15:45,selesai,6/2/2020 16:15,0
3494828,158359,35648,retailer,pick-up,app,6/2/2020 16:11,pesanan-diterima,6/9/2020 8:38,0
3494853,57933,67489,retailer,pick-up,app,6/2/2020 16:13,konfirmasi-perubahan,6/2/2020 17:03,0
3494996,138680,115074,retailer,pick-up,app,6/2/2020 16:25,selesai,6/22/2020 19:29,0
3774782,57631,206390,retailer,pick-up,otc,6/20/2020 16:19,selesai,6/20/2020 16:19,0
5265173,141922,218148,retailer,pick-up,app,8/29/2020 12:30,selesai,8/29/2020 16:10,0
5265291,54837,155625,retailer,same-day,app,8/29/2020 12:37,selesai,9/2/2020 8:31,0
5265316,170591,1122917,retailer,pick-up,app,8/29/2020 12:38,selesai,8/30/2020 8:12,0
5336626,158744,128532,retailer,pick-up,app,9/1/2020 21:59,siap-diambil,9/2/2020 9:00,0
5336644,58205,20309,retailer,next-day,app,9/1/2020 22:00,selesai,9/2/2020 18:07,0
5336676,166626,1171489,retailer,pick-up,otc,9/1/2020 22:03,selesai,9/1/2020 22:03,0
5336694,132943,113542,retailer,next-day,app,9/1/2020 22:05,selesai,9/6/2020 8:35,0
5404989,135147,200930,retailer,pick-up,app,9/4/2020 17:12,siap-diambil,9/4/2020 22:16,0
5182051,56161,16510,retailer,same-day,app,8/25/2020 18:50,selesai,8/26/2020 18:45,0
5265528,100666,94719,retailer,pick-up,app,8/29/2020 12:47,selesai,8/31/2020 13:40,0
5265560,138013,116002,retailer,pick-up,app,8/29/2020 12:48,selesai,8/31/2020 12:44,0
5265594,147237,217652,retailer,same-day,app,8/29/2020 12:49,selesai,8/30/2020 11:11,0
5283293,149171,111784,retailer,same-day,app,8/30/2020 14:59,selesai,9/3/2020 9:48,0
5283295,53858,5574,retailer,next-day,app,8/30/2020 14:59,selesai,9/1/2020 14:46,0
5331210,56561,52634,retailer,pick-up,app,9/1/2020 15:46,selesai,9/2/2020 8:23,0
5331274,147705,87981,retailer,next-day,app,9/1/2020 15:49,selesai,9/3/2020 7:16,0
5331291,140343,122355,retailer,pick-up,app,9/1/2020 15:50,selesai,9/2/2020 12:59,0
5331327,1131,1295910,retailer,pick-up,otc,9/1/2020 15:51,selesai,9/1/2020 15:51,0
5331440,151302,24248,retailer,next-day,app,9/1/2020 15:55,selesai,9/5/2020 16:47,0
5331459,168858,1127570,retailer,pick-up,app,9/1/2020 15:56,selesai,9/1/2020 22:40,0
5331493,130072,183039,retailer,pick-up,app,9/1/2020 15:57,selesai,9/3/2020 8:51,0
5331544,1131,1295932,retailer,pick-up,otc,9/1/2020 15:59,selesai,9/1/2020 15:59,0
5331559,135150,142871,retailer,same-day,app,9/1/2020 16:00,selesai,9/2/2020 13:08,0
5287605,54307,28185,retailer,next-day,app,8/30/2020 21:36,selesai,9/4/2020 8:13,0
5287607,150572,14644,retailer,pick-up,app,8/30/2020 21:36,selesai,9/13/2020 15:15,0
5287622,197027,118157,retailer,pick-up,app,8/30/2020 21:37,selesai,9/7/2020 8:03,0
5287654,142771,61465,retailer,pick-up,app,8/30/2020 21:41,selesai,8/31/2020 16:37,0
5417929,1131,1136053,retailer,pick-up,otc,9/5/2020 11:03,selesai,9/5/2020 11:03,0
5417963,142568,774553,retailer,same-day,app,9/5/2020 11:04,selesai,9/7/2020 9:31,0
5428844,140356,148251,retailer,pick-up,otc,9/5/2020 21:48,selesai,9/5/2020 21:48,0
5428861,54616,1119167,retailer,same-day,app,9/5/2020 21:50,selesai,9/9/2020 0:42,0
5417544,57404,52584,retailer,same-day,app,9/5/2020 10:51,selesai,9/6/2020 22:27,0
5417693,142851,104908,retailer,pick-up,app,9/5/2020 10:55,pesanan-diterima,9/6/2020 9:20,0
5417697,130615,1099655,retailer,pick-up,app,9/5/2020 10:55,selesai,9/11/2020 6:39,0
5438036,54449,225045,retailer,next-day,app,9/6/2020 15:52,selesai,9/9/2020 15:15,0
5438100,55696,33004,retailer,next-day,app,9/6/2020 15:57,selesai,9/7/2020 16:41,0
5438153,1147,352,retailer,same-day,app,9/6/2020 16:01,selesai,9/9/2020 10:28,0
5438185,54011,4813,retailer,next-day,app,9/6/2020 16:04,selesai,9/11/2020 6:52,0
5438200,238346,122240,retailer,pick-up,app,9/6/2020 16:05,selesai,9/7/2020 11:14,0
5438485,139702,114662,retailer,same-day,app,9/6/2020 16:29,selesai,9/7/2020 18:10,0
5182468,139009,163586,retailer,pick-up,app,8/25/2020 19:27,selesai,8/30/2020 19:55,0
5182500,54022,245373,retailer,pick-up,otc,8/25/2020 19:29,selesai,8/25/2020 19:29,0
3774259,55952,58620,retailer,pick-up,app,6/20/2020 15:52,selesai,6/21/2020 17:07,0
3799727,184888,86832,retailer,pick-up,app,6/22/2020 11:57,siap-diambil,7/25/2020 16:15,0
3799744,55704,38114,retailer,pick-up,app,6/22/2020 11:57,selesai,6/23/2020 9:11,0
3799763,157238,1112432,retailer,pick-up,otc,6/22/2020 11:58,selesai,6/22/2020 11:58,0
3799795,143450,117001,retailer,pick-up,app,6/22/2020 11:59,selesai,6/22/2020 12:43,0
3796668,54022,1123358,retailer,pick-up,otc,6/22/2020 10:17,selesai,6/22/2020 10:17,0
3796719,54022,240058,retailer,pick-up,otc,6/22/2020 10:19,selesai,6/22/2020 10:19,0
3796721,140752,115248,retailer,pick-up,app,6/22/2020 10:19,selesai,6/22/2020 12:40,0
3796736,144783,175178,retailer,pick-up,app,6/22/2020 10:20,selesai,6/22/2020 14:25,0
3796753,54022,240096,retailer,pick-up,otc,6/22/2020 10:20,selesai,6/22/2020 10:20,0
3796804,144940,219947,retailer,pick-up,app,6/22/2020 10:22,selesai,6/24/2020 7:48,0
3767722,136345,97749,retailer,pick-up,app,6/20/2020 10:47,selesai,6/25/2020 19:20,0
3767790,128752,84875,retailer,pick-up,app,6/20/2020 10:50,selesai,6/25/2020 11:56,0
3767792,131638,160542,retailer,pick-up,app,6/20/2020 10:50,selesai,6/20/2020 22:45,0
3767839,140151,178592,retailer,pick-up,otc,6/20/2020 10:52,selesai,6/20/2020 10:52,0
3797823,235793,1119220,retailer,pick-up,app,6/22/2020 10:51,siap-diambil,6/26/2020 21:43,0
3797891,138067,113450,retailer,next-day,app,6/22/2020 10:53,selesai,6/23/2020 19:25,0
3588200,140598,126295,retailer,pick-up,app,6/9/2020 10:47,selesai,6/9/2020 10:57,0
3493974,59208,29731,retailer,next-day,app,6/2/2020 15:17,selesai,6/4/2020 20:22,0
3494038,100946,233179,retailer,pick-up,app,6/2/2020 15:21,selesai,6/5/2020 18:13,0
3494042,134349,267424,retailer,pick-up,otc,6/2/2020 15:21,selesai,6/2/2020 15:21,0
5266800,145608,90120,retailer,same-day,app,8/29/2020 13:34,selesai,9/16/2020 8:17,0
5266815,1214831,1227628,retailer,pick-up,app,8/29/2020 13:35,selesai,9/3/2020 8:44,0
5266830,1177301,22821,retailer,pick-up,otc,8/29/2020 13:36,selesai,8/30/2020 8:24,0
5336573,227477,109740,retailer,pick-up,app,9/1/2020 21:53,selesai,9/9/2020 19:41,0
5405010,140204,157174,retailer,pick-up,app,9/4/2020 17:13,siap-diambil,9/5/2020 5:27,0
5405012,235793,1132818,retailer,pick-up,app,9/4/2020 17:13,pesanan-dilihat,9/4/2020 18:02,0
5405029,254365,116172,retailer,pick-up,app,9/4/2020 17:14,siap-diambil,9/8/2020 12:40,0
5405078,197776,112319,retailer,pick-up,app,9/4/2020 17:16,selesai,9/5/2020 9:54,0
5405095,150615,107119,retailer,pick-up,app,9/4/2020 17:17,selesai,9/5/2020 8:46,0
5427823,1125406,1131708,retailer,pick-up,app,9/5/2020 19:55,selesai,9/6/2020 13:42,0
5404593,142438,118535,retailer,pick-up,app,9/4/2020 16:50,siap-diambil,9/4/2020 16:57,0
5404608,141110,119963,retailer,pick-up,app,9/4/2020 16:51,selesai,9/13/2020 22:43,0
5404693,53922,57447,retailer,pick-up,app,9/4/2020 16:56,siap-diambil,9/7/2020 9:56,0
5404761,149447,117650,retailer,pick-up,otc,9/4/2020 17:00,selesai,9/4/2020 17:00,0
5185827,55164,44499,retailer,pick-up,app,8/26/2020 6:31,selesai,8/26/2020 14:19,0
5185844,134958,88578,retailer,same-day,app,8/26/2020 6:33,selesai,8/27/2020 14:43,0
5106309,58028,24796,retailer,pick-up,app,8/22/2020 9:44,selesai,8/24/2020 7:33,0
3768743,53744,22704,retailer,pick-up,app,6/20/2020 11:26,selesai,6/27/2020 14:19,0
3700674,138013,114312,retailer,same-day,app,6/16/2020 14:14,selesai,6/17/2020 20:36,0
3768875,58641,160340,retailer,same-day,app,6/20/2020 11:32,selesai,6/22/2020 18:19,0
3768894,156634,142183,retailer,same-day,app,6/20/2020 11:33,selesai,6/23/2020 8:42,0
3768943,101429,139829,retailer,pick-up,app,6/20/2020 11:35,selesai,6/22/2020 7:40,0
3768977,155450,148100,retailer,same-day,app,6/20/2020 11:36,selesai,6/22/2020 10:18,0
3800963,55696,45167,retailer,same-day,app,6/22/2020 12:46,selesai,6/24/2020 10:10,0
3800965,224636,1101549,retailer,pick-up,app,6/22/2020 12:46,selesai,6/29/2020 20:46,0
3801048,63636,214850,retailer,pick-up,app,6/22/2020 12:51,selesai,6/22/2020 18:44,0
3801080,53898,4507,retailer,pick-up,app,6/22/2020 12:52,siap-diambil,6/22/2020 13:52,0
3801097,144849,12497,retailer,pick-up,app,6/22/2020 12:53,selesai,6/26/2020 19:22,0
3689510,143945,222022,retailer,pick-up,app,6/16/2020 5:31,selesai,6/16/2020 18:27,0
3689525,170118,172527,retailer,pick-up,app,6/16/2020 5:35,selesai,6/22/2020 12:39,0
3689527,137019,106750,retailer,pick-up,app,6/16/2020 5:36,selesai,6/16/2020 16:39,0
3689561,139675,216875,retailer,pick-up,app,6/16/2020 5:42,selesai,6/20/2020 7:35,0
3689608,55001,12554,retailer,same-day,app,6/16/2020 5:54,selesai,6/17/2020 20:04,0
3481755,183360,231796,retailer,pick-up,otc,6/1/2020 16:09,selesai,6/1/2020 16:09,0
3572771,57352,49576,retailer,same-day,app,6/8/2020 11:20,selesai,6/9/2020 11:10,0
3572790,139093,230721,retailer,pick-up,app,6/8/2020 11:21,selesai,7/10/2020 18:26,0
3797270,55952,58631,retailer,pick-up,app,6/22/2020 10:34,selesai,6/27/2020 16:06,0
3797272,165055,222074,retailer,pick-up,app,6/22/2020 10:34,selesai,7/3/2020 15:31,0
3797321,58380,47111,retailer,pick-up,app,6/22/2020 10:36,selesai,6/30/2020 7:41,0
3797323,54050,17332,retailer,same-day,app,6/22/2020 10:36,selesai,6/23/2020 15:10,0
3797338,54022,247348,retailer,pick-up,otc,6/22/2020 10:37,selesai,6/22/2020 10:37,0
3797370,63672,45031,retailer,pick-up,app,6/22/2020 10:38,selesai,6/22/2020 16:21,0
3493557,57662,62901,retailer,pick-up,app,6/2/2020 14:53,siap-diambil,6/2/2020 15:05,0
3493674,91265,215853,retailer,pick-up,app,6/2/2020 14:59,selesai,6/3/2020 18:38,0
3493687,139085,124467,retailer,pick-up,app,6/2/2020 15:00,selesai,6/3/2020 8:42,0
3493691,53834,1102884,retailer,pick-up,otc,6/2/2020 15:00,selesai,6/2/2020 15:00,0
3493704,54802,4551,retailer,same-day,app,6/2/2020 15:01,selesai,6/4/2020 10:17,0
3493721,138206,105387,retailer,pick-up,app,6/2/2020 15:02,selesai,6/3/2020 13:43,0
3493755,185687,23632,retailer,pick-up,app,6/2/2020 15:04,selesai,6/3/2020 10:08,0
3493804,55696,24135,retailer,same-day,app,6/2/2020 15:06,selesai,6/4/2020 12:41,0
3566672,53903,133382,retailer,same-day,app,6/8/2020 7:00,selesai,6/9/2020 18:05,0
3566674,100946,98638,retailer,pick-up,app,6/8/2020 7:00,selesai,6/9/2020 13:57,0
3566723,172815,209196,retailer,pick-up,app,6/8/2020 7:03,pesanan-diterima,6/8/2020 13:45,0
3566789,1090777,1105744,retailer,pick-up,app,6/8/2020 7:08,selesai,6/8/2020 11:52,0
3567374,60558,50037,retailer,pick-up,app,6/8/2020 7:44,selesai,6/8/2020 11:59,0
5265360,54046,34452,retailer,pick-up,app,8/29/2020 12:40,selesai,9/3/2020 11:26,0
5275122,58508,31489,retailer,pick-up,app,8/30/2020 2:11,selesai,9/4/2020 19:04,0
5331287,187676,1296332,retailer,pick-up,app,9/1/2020 15:49,selesai,9/5/2020 18:12,0
5331380,137917,125106,retailer,pick-up,app,9/1/2020 15:53,selesai,9/2/2020 14:16,0
5331455,136199,106469,retailer,same-day,app,9/1/2020 15:56,selesai,9/1/2020 16:09,0
5331473,56677,227472,retailer,pick-up,app,9/1/2020 15:57,selesai,9/1/2020 18:20,0
5331562,54805,59978,retailer,next-day,app,9/1/2020 16:00,selesai,9/5/2020 10:55,0
5287653,55184,25384,retailer,pick-up,otc,8/30/2020 21:41,selesai,8/30/2020 21:41,0
5287710,57382,9011,retailer,pick-up,app,8/30/2020 21:47,selesai,9/6/2020 22:10,0
5287942,261221,1180462,retailer,pick-up,otc,8/30/2020 22:14,selesai,8/30/2020 22:14,0
5428780,60832,43096,retailer,pick-up,app,9/5/2020 21:40,selesai,9/6/2020 8:05,0
5428837,164729,168121,retailer,pick-up,app,9/5/2020 21:47,selesai,9/7/2020 22:46,0
5428848,54057,36886,retailer,next-day,app,9/5/2020 21:49,selesai,9/10/2020 6:08,0
5438097,264460,1160281,retailer,pick-up,app,9/6/2020 15:56,selesai,9/6/2020 20:07,0
5438104,142463,60224,retailer,same-day,app,9/6/2020 15:57,selesai,9/8/2020 14:58,0
5438422,56636,16470,retailer,pick-up,app,9/6/2020 16:25,selesai,9/7/2020 9:37,0
5438429,162795,236047,retailer,pick-up,otc,9/6/2020 16:25,selesai,9/6/2020 16:25,0
5185966,56945,89089,retailer,pick-up,app,8/26/2020 6:41,selesai,8/27/2020 7:10,0
5182536,227477,110761,retailer,pick-up,app,8/25/2020 19:32,selesai,8/28/2020 19:55,0
5190342,54478,41548,retailer,same-day,app,8/26/2020 9:14,selesai,8/27/2020 21:16,0
3774230,137019,200643,retailer,pick-up,app,6/20/2020 15:50,selesai,6/22/2020 10:09,0
3768821,141815,186586,retailer,pick-up,app,6/20/2020 11:30,selesai,6/22/2020 12:13,0
3799716,171240,24412,retailer,pick-up,app,6/22/2020 11:56,pesanan-diterima,7/3/2020 16:29,0
3799723,56525,20399,retailer,pick-up,app,6/22/2020 11:56,selesai,6/29/2020 15:41,0
3799730,59133,35108,retailer,pick-up,app,6/22/2020 11:57,selesai,6/25/2020 20:06,0
3799766,139158,44786,retailer,pick-up,app,6/22/2020 11:58,selesai,6/26/2020 19:46,0
3796722,53905,29650,retailer,pick-up,app,6/22/2020 10:19,selesai,6/28/2020 9:44,0
3796740,140241,184520,retailer,pick-up,otc,6/22/2020 10:20,selesai,6/22/2020 10:20,0
3796783,140161,146048,retailer,pick-up,app,6/22/2020 10:21,selesai,6/28/2020 8:54,0
3767746,60663,204369,retailer,pick-up,app,6/20/2020 10:48,selesai,6/20/2020 15:30,0
3767753,54245,17537,retailer,same-day,app,6/20/2020 10:49,selesai,6/24/2020 10:29,0
3767778,170847,237811,retailer,pick-up,app,6/20/2020 10:50,selesai,6/20/2020 18:20,0
3767835,139509,104698,retailer,pick-up,app,6/20/2020 10:52,selesai,6/20/2020 15:01,0
3767871,55001,61887,retailer,same-day,app,6/20/2020 10:53,selesai,6/20/2020 14:38,0
3608574,53891,32699,retailer,pick-up,app,6/10/2020 14:48,selesai,6/12/2020 13:07,0
3797876,54022,241839,retailer,pick-up,otc,6/22/2020 10:52,selesai,6/22/2020 10:52,0
3797944,166479,135981,retailer,pick-up,app,6/22/2020 10:54,pesanan-diterima,6/22/2020 18:29,0
3797951,139096,172588,retailer,pick-up,app,6/22/2020 10:55,selesai,6/22/2020 15:32,0
3493962,233815,46881,retailer,pick-up,app,6/2/2020 15:16,selesai,6/5/2020 10:55,0
3493994,131672,123101,retailer,pick-up,app,6/2/2020 15:18,selesai,6/9/2020 17:15,0
3494001,139554,123668,retailer,pick-up,app,6/2/2020 15:18,selesai,6/10/2020 16:28,0
3494037,137121,95412,retailer,pick-up,app,6/2/2020 15:21,selesai,6/4/2020 22:14,0
3573503,148322,96529,retailer,next-day,app,6/8/2020 11:51,selesai,6/17/2020 6:44,0
3573628,137799,86642,retailer,pick-up,app,6/8/2020 11:57,selesai,6/10/2020 9:16,0
3494169,101750,40107,retailer,same-day,app,6/2/2020 15:29,pesanan-diterima,7/28/2020 22:12,0
3494237,165174,124138,retailer,pick-up,app,6/2/2020 15:33,selesai,6/10/2020 22:29,0
3573678,141750,82505,retailer,pick-up,app,6/8/2020 11:59,siap-diambil,6/9/2020 7:15,0
3573803,147545,266771,retailer,same-day,app,6/8/2020 12:05,selesai,6/10/2020 0:03,0
3533209,134903,190532,retailer,pick-up,app,6/5/2020 11:33,selesai,6/8/2020 14:14,0
3495530,139535,257003,retailer,pick-up,app,6/2/2020 17:11,selesai,6/10/2020 8:17,0
3495541,132745,220134,retailer,pick-up,app,6/2/2020 17:12,selesai,6/3/2020 10:32,0
3495991,59417,20557,retailer,pick-up,app,6/2/2020 18:14,pesanan-diterima,8/9/2020 8:58,0
5331094,59793,49865,retailer,pick-up,app,9/1/2020 15:42,selesai,9/3/2020 11:37,0
5331112,131654,203142,retailer,same-day,app,9/1/2020 15:43,selesai,9/5/2020 10:42,0
5331130,139238,127310,retailer,pick-up,app,9/1/2020 15:44,selesai,9/2/2020 14:19,0
5331144,227995,53318,retailer,pick-up,app,9/1/2020 15:44,siap-diambil,9/2/2020 16:49,0
5331187,256957,73927,retailer,next-day,app,9/1/2020 15:46,selesai,9/9/2020 0:12,0
5287360,54995,6742,retailer,same-day,app,8/30/2020 21:09,selesai,9/4/2020 18:38,0
5182006,175290,6953,retailer,pick-up,app,8/25/2020 18:47,selesai,8/27/2020 8:44,0
5182074,253991,239861,retailer,pick-up,app,8/25/2020 18:52,selesai,8/29/2020 21:47,0
5265570,61533,32574,retailer,same-day,app,8/29/2020 12:48,selesai,8/31/2020 8:50,0
5282932,243506,15211,retailer,pick-up,app,8/30/2020 14:32,selesai,9/4/2020 11:29,0
5283285,252035,9320,retailer,same-day,app,8/30/2020 14:58,selesai,8/31/2020 0:32,0
5283286,61533,48816,retailer,same-day,app,8/30/2020 14:58,selesai,8/31/2020 17:33,0
5331300,141315,236550,retailer,pick-up,app,9/1/2020 15:50,selesai,9/1/2020 17:44,0
5331400,57949,34797,retailer,pick-up,app,9/1/2020 15:54,selesai,9/3/2020 11:54,0
5331432,54478,1105090,retailer,next-day,app,9/1/2020 15:55,selesai,9/6/2020 13:44,0
5331482,137063,1125693,retailer,pick-up,app,9/1/2020 15:57,selesai,9/1/2020 18:34,0
5331549,54837,2414,retailer,same-day,app,9/1/2020 16:00,selesai,9/5/2020 15:57,0
5331550,150477,164598,retailer,same-day,app,9/1/2020 16:00,selesai,9/2/2020 18:23,0
5331567,54584,44298,retailer,pick-up,otc,9/1/2020 16:00,selesai,9/1/2020 16:04,0
5287648,159113,76523,retailer,pick-up,app,8/30/2020 21:40,selesai,9/1/2020 15:51,0
5287665,54526,26827,retailer,pick-up,app,8/30/2020 21:43,selesai,8/31/2020 16:54,0
5287715,168198,661430,retailer,next-day,app,8/30/2020 21:48,selesai,9/2/2020 8:36,0
5287897,53872,19400,retailer,next-day,app,8/30/2020 22:08,selesai,9/1/2020 19:32,0
5287947,54480,59367,retailer,next-day,app,8/30/2020 22:15,selesai,9/6/2020 9:42,0
5428750,140100,1253181,retailer,pick-up,app,9/5/2020 21:36,selesai,9/6/2020 19:06,0
5428849,1130469,1222346,retailer,pick-up,otc,9/5/2020 21:49,selesai,9/5/2020 21:49,0
5417568,137140,1107797,retailer,pick-up,app,9/5/2020 10:52,selesai,9/5/2020 16:01,0
5417703,235793,1190640,retailer,pick-up,app,9/5/2020 10:56,pesanan-dilihat,9/5/2020 10:58,0
5417704,139675,652109,retailer,pick-up,app,9/5/2020 10:56,selesai,9/5/2020 13:54,0
5417721,53829,135064,retailer,pick-up,app,9/5/2020 10:56,selesai,9/8/2020 9:03,0
5437777,54056,61247,retailer,pick-up,app,9/6/2020 15:29,selesai,9/8/2020 14:36,0
5437791,138780,1126085,retailer,pick-up,app,9/6/2020 15:30,selesai,9/7/2020 7:20,0
5437827,264460,1152776,retailer,pick-up,app,9/6/2020 15:33,selesai,9/6/2020 16:31,0
5438041,148246,1296199,retailer,pick-up,otc,9/6/2020 15:53,selesai,9/6/2020 15:53,0
5282732,147545,128443,retailer,same-day,app,8/30/2020 14:16,selesai,9/2/2020 11:51,0
5282735,132943,242814,retailer,same-day,app,8/30/2020 14:16,selesai,9/2/2020 7:31,0
5081533,134903,190532,retailer,pick-up,app,8/21/2020 9:45,selesai,8/22/2020 8:38,0
5185986,54204,42458,retailer,pick-up,app,8/26/2020 6:42,selesai,8/30/2020 13:41,0
5182541,58634,52344,retailer,pick-up,app,8/25/2020 19:33,siap-diambil,8/26/2020 7:42,0
3774268,54022,1096579,retailer,pick-up,otc,6/20/2020 15:52,selesai,6/20/2020 15:52,0
3774318,53807,46802,retailer,next-day,app,6/20/2020 15:55,selesai,6/22/2020 10:14,0
3774382,229870,244471,retailer,pick-up,otc,6/20/2020 15:58,selesai,6/20/2020 15:58,0
3774399,139079,208813,retailer,pick-up,app,6/20/2020 15:59,selesai,6/20/2020 17:17,0
3799736,140359,102978,retailer,pick-up,app,6/22/2020 11:57,selesai,6/22/2020 14:48,0
3799803,197027,102269,retailer,pick-up,app,6/22/2020 11:59,selesai,6/23/2020 7:49,0
3799804,64592,55385,retailer,same-day,app,6/22/2020 11:59,selesai,6/23/2020 21:15,0
3796678,145029,226540,retailer,pick-up,otc,6/22/2020 10:18,selesai,6/22/2020 10:18,0
3796695,135150,171003,retailer,pick-up,app,6/22/2020 10:18,selesai,7/11/2020 15:21,0
3796760,151417,156266,retailer,same-day,app,6/22/2020 10:20,selesai,6/23/2020 22:56,0
3796763,162777,167303,retailer,pick-up,app,6/22/2020 10:20,selesai,6/24/2020 10:45,0
3796796,157673,102587,retailer,pick-up,app,6/22/2020 10:22,selesai,6/26/2020 14:36,0
3767783,131638,93772,retailer,pick-up,app,6/20/2020 10:50,selesai,6/22/2020 22:15,0
3767847,151718,23392,retailer,pick-up,app,6/20/2020 10:53,selesai,6/29/2020 17:08,0
3797831,139238,114504,retailer,pick-up,app,6/22/2020 10:51,siap-diambil,6/24/2020 9:00,0
3493949,238099,262263,retailer,pick-up,app,6/2/2020 15:15,selesai,6/2/2020 15:43,0
3573551,135622,212835,retailer,pick-up,app,6/8/2020 11:54,selesai,7/1/2020 11:36,0
3494114,53834,1102896,retailer,pick-up,otc,6/2/2020 15:25,selesai,6/2/2020 15:25,0
3494150,54321,844069,retailer,same-day,app,6/2/2020 15:28,selesai,6/6/2020 10:48,0
5265388,140994,109278,retailer,same-day,app,8/29/2020 12:41,selesai,8/31/2020 6:41,0
5269731,100453,99480,retailer,pick-up,app,8/29/2020 15:34,selesai,9/2/2020 8:31,0
5269782,1103830,1284309,retailer,pick-up,otc,8/29/2020 15:36,selesai,8/29/2020 15:36,0
5269864,168198,99141,retailer,same-day,app,8/29/2020 15:40,selesai,9/1/2020 16:12,0
5282849,57380,39397,retailer,pick-up,app,8/30/2020 14:26,selesai,9/2/2020 15:33,0
5282868,53926,13560,retailer,pick-up,app,8/30/2020 14:27,siap-diambil,9/9/2020 1:17,0
5269363,1131,237788,retailer,pick-up,otc,8/29/2020 15:17,selesai,8/29/2020 15:17,0
5269413,1131,237778,retailer,pick-up,otc,8/29/2020 15:19,selesai,8/29/2020 15:19,0
