,id,wholesaler_id,retailer_id,buyer_type,shipping_type,order_type,book_time,last_status,last_status_time,trx_time,trx_date,line_count,line_hms,value,value_hms,qty,qty_hms,value_hms_pred,diff,anomaly_label_pred
457,3943873,140161,0.0,guest,pick-up,otc,6/30/2020 9:53,selesai,6/30/2020 9:53,2020-06-30 09:53:00,20200630,13,0,247950,0,36,0,0.0,0.0,0.0
458,4016122,143538,0.0,guest,pick-up,otc,7/3/2020 13:34,selesai,7/3/2020 13:34,2020-07-03 13:34:00,20200703,2,2,1657000,1657000,80,80,0.0,0.0,0.0
459,3944424,155337,0.0,guest,pick-up,otc,6/30/2020 10:08,selesai,6/30/2020 10:08,2020-06-30 10:08:00,20200630,3,0,222500,0,60,0,0.0,0.0,0.0
460,3944526,199030,0.0,guest,pick-up,otc,6/30/2020 10:11,selesai,6/30/2020 10:11,2020-06-30 10:11:00,20200630,15,2,3654900,380000,148,20,0.0,0.0,0.0
461,4822630,154376,226077.0,retailer,pick-up,app,8/10/2020 1:49,selesai,8/10/2020 5:50,2020-08-10 01:49:00,20200810,5,2,544500,249000,28,10,0.0,0.0,0.0
462,3585229,221255,72531.0,retailer,same-day,app,6/9/2020 8:47,selesai,9/6/2020 15:10,2020-06-09 08:47:00,20200609,3,3,714000,714000,31,31,0.0,0.0,0.0
463,3585268,55081,0.0,guest,pick-up,otc,6/9/2020 8:49,selesai,6/9/2020 8:49,2020-06-09 08:49:00,20200609,4,2,1686500,808000,90,40,0.0,0.0,0.0
464,3585270,135785,0.0,guest,pick-up,otc,6/9/2020 8:49,selesai,6/9/2020 8:49,2020-06-09 08:49:00,20200609,4,0,617000,0,50,0,0.0,0.0,0.0
465,3585295,54039,9908.0,retailer,pick-up,app,6/9/2020 8:50,selesai,6/10/2020 8:50,2020-06-09 08:50:00,20200609,10,2,1304000,424500,71,20,0.0,0.0,0.0
466,3585329,54444,53966.0,retailer,same-day,app,6/9/2020 8:51,selesai,7/5/2020 14:27,2020-06-09 08:51:00,20200609,30,3,1608300,243250,125,16,0.0,0.0,0.0
467,3585338,53834,1111665.0,retailer,pick-up,otc,6/9/2020 8:52,selesai,6/9/2020 8:52,2020-06-09 08:52:00,20200609,3,3,291350,291350,6,6,0.0,0.0,0.0
468,3743329,53920,30413.0,retailer,pick-up,app,6/19/2020 2:59,selesai,6/27/2020 10:47,2020-06-19 02:59:00,20200619,9,4,1222300,679700,95,45,0.0,0.0,0.0
469,3688779,54452,47299.0,retailer,pick-up,app,6/15/2020 22:16,selesai,7/8/2020 11:02,2020-06-15 22:16:00,20200615,7,5,2936500,2352000,145,105,0.0,0.0,0.0
470,3688813,140138,106800.0,retailer,pick-up,app,6/15/2020 22:23,selesai,6/17/2020 21:37,2020-06-15 22:23:00,20200615,5,4,811500,646500,45,35,0.0,0.0,0.0
471,3688845,1130,1690.0,retailer,pick-up,app,6/15/2020 22:30,pesanan-diterima,6/17/2020 23:27,2020-06-15 22:30:00,20200615,13,4,854700,312500,57,19,0.0,0.0,0.0
472,3688879,151532,1117918.0,retailer,pick-up,otc,6/15/2020 22:36,selesai,6/15/2020 22:36,2020-06-15 22:36:00,20200615,5,3,716750,350750,28,17,0.0,0.0,0.0
473,3688888,55696,9714.0,retailer,pick-up,app,6/15/2020 22:37,selesai,6/22/2020 15:01,2020-06-15 22:37:00,20200615,7,4,9207500,4382500,514,170,0.0,0.0,0.0
474,3657766,54584,174010.0,retailer,pick-up,otc,6/13/2020 16:57,selesai,6/13/2020 16:57,2020-06-13 16:57:00,20200613,10,1,6143200,159500,4369,10,187572.75,0.17600470219435738,0.0
475,3554252,56909,217411.0,retailer,pick-up,app,6/6/2020 17:38,selesai,6/16/2020 15:14,2020-06-06 17:38:00,20200606,4,1,327800,82800,18,3,101522.0,0.22611111111111112,0.0
476,3554275,56128,46731.0,retailer,pick-up,app,6/6/2020 17:42,selesai,6/7/2020 17:15,2020-06-06 17:42:00,20200606,21,1,477901,32600,153,2,176520.94,4.41475268404908,1.0
477,3554286,164831,115913.0,retailer,pick-up,app,6/6/2020 17:43,selesai,6/29/2020 21:29,2020-06-06 17:43:00,20200606,8,0,894000,0,985,0,0.0,0.0,0.0
478,3554309,55696,22102.0,retailer,same-day,app,6/6/2020 17:47,selesai,6/9/2020 16:30,2020-06-06 17:47:00,20200606,1,1,2205000,2205000,100,100,1831389.0,0.16943809523809525,0.0
479,3554311,137618,85706.0,retailer,pick-up,app,6/6/2020 17:48,selesai,6/16/2020 8:25,2020-06-06 17:48:00,20200606,28,2,409200,45950,114,3,0.0,0.0,0.0
480,3554318,137088,141681.0,retailer,pick-up,app,6/6/2020 17:48,selesai,6/18/2020 20:59,2020-06-06 17:48:00,20200606,24,6,2604500,621000,140,30,0.0,0.0,0.0
481,3554352,58496,1107834.0,retailer,pick-up,otc,6/6/2020 17:52,selesai,6/6/2020 17:52,2020-06-06 17:52:00,20200606,4,0,1119000,0,1230,0,0.0,0.0,0.0
482,3554375,136309,149838.0,retailer,pick-up,app,6/6/2020 17:54,selesai,6/7/2020 13:29,2020-06-06 17:54:00,20200606,15,1,2179000,110500,53,5,215507.0,0.950289592760181,0.0
483,3554377,238097,245786.0,retailer,pick-up,app,6/6/2020 17:54,selesai,6/14/2020 23:11,2020-06-06 17:54:00,20200606,5,2,766750,215000,37,10,0.0,0.0,0.0
484,3528378,169010,177159.0,retailer,pick-up,app,6/5/2020 8:01,konfirmasi-perubahan,6/5/2020 11:20,2020-06-05 08:01:00,20200605,7,0,2698550,0,30,0,0.0,0.0,0.0
485,3528380,54321,4151.0,retailer,pick-up,app,6/5/2020 8:01,selesai,7/3/2020 14:29,2020-06-05 08:01:00,20200605,9,0,1883850,0,329,0,0.0,0.0,0.0
486,3528403,58464,1099657.0,retailer,pick-up,app,6/5/2020 8:02,selesai,6/5/2020 15:57,2020-06-05 08:02:00,20200605,7,2,626700,262000,25,12,0.0,0.0,0.0
487,3528407,153631,98974.0,retailer,same-day,app,6/5/2020 8:02,selesai,6/6/2020 7:24,2020-06-05 08:02:00,20200605,13,1,2500000,133000,341,10,297780.2,1.2389487781954887,0.0
488,3528446,140204,226329.0,retailer,pick-up,app,6/5/2020 8:05,selesai,6/7/2020 12:40,2020-06-05 08:05:00,20200605,12,4,1412500,488500,41,12,0.0,0.0,0.0
489,3528473,54046,32882.0,retailer,pick-up,app,6/5/2020 8:06,selesai,6/6/2020 7:13,2020-06-05 08:06:00,20200605,4,0,1157500,0,51,0,0.0,0.0,0.0
490,3499825,135775,69184.0,retailer,pick-up,app,6/3/2020 8:14,selesai,6/3/2020 19:18,2020-06-03 08:14:00,20200603,14,5,2846250,1984000,69,8,0.0,0.0,0.0
491,3499834,53829,31441.0,retailer,same-day,app,6/3/2020 8:14,selesai,6/5/2020 8:56,2020-06-03 08:14:00,20200603,26,0,983750,0,30,0,0.0,0.0,0.0
492,3499868,137625,103962.0,retailer,pick-up,app,6/3/2020 8:16,selesai,6/15/2020 0:17,2020-06-03 08:16:00,20200603,5,4,660000,500000,36,26,0.0,0.0,0.0
493,3499870,137551,113641.0,retailer,pick-up,app,6/3/2020 8:16,selesai,6/6/2020 13:27,2020-06-03 08:16:00,20200603,3,2,346500,264000,20,15,0.0,0.0,0.0
494,3499893,137032,92834.0,retailer,same-day,app,6/3/2020 8:18,selesai,6/6/2020 15:09,2020-06-03 08:18:00,20200603,10,6,924700,700300,33,25,0.0,0.0,0.0
495,3499900,137799,85531.0,retailer,pick-up,app,6/3/2020 8:18,selesai,6/5/2020 9:34,2020-06-03 08:18:00,20200603,7,0,158250,0,18,0,0.0,0.0,0.0
496,3499934,56620,30879.0,retailer,same-day,app,6/3/2020 8:20,selesai,6/4/2020 16:29,2020-06-03 08:20:00,20200603,26,4,671400,345000,52,19,0.0,0.0,0.0
497,3499936,131672,105955.0,retailer,pick-up,app,6/3/2020 8:20,selesai,6/4/2020 17:39,2020-06-03 08:20:00,20200603,9,2,571100,241000,30,15,0.0,0.0,0.0
498,3499959,133390,201545.0,retailer,pick-up,app,6/3/2020 8:21,selesai,6/4/2020 6:10,2020-06-03 08:21:00,20200603,9,2,383000,80200,22,6,0.0,0.0,0.0
499,3499968,139093,114590.0,retailer,pick-up,app,6/3/2020 8:21,selesai,7/6/2020 17:13,2020-06-03 08:21:00,20200603,13,13,7626000,7626000,405,405,0.0,0.0,0.0
500,3790021,154557,225916.0,retailer,pick-up,otc,6/22/2020 5:08,selesai,6/22/2020 5:08,2020-06-22 05:08:00,20200622,3,0,35500,0,3,0,0.0,0.0,0.0
501,3790032,154557,225943.0,retailer,pick-up,otc,6/22/2020 5:13,selesai,6/22/2020 5:13,2020-06-22 05:13:00,20200622,3,1,35700,23000,3,1,193256.19,7.402442934782608,1.0
502,3790064,146895,14853.0,retailer,same-day,app,6/22/2020 5:25,selesai,6/22/2020 7:31,2020-06-22 05:25:00,20200622,2,0,496000,0,25,0,0.0,0.0,0.0
503,3790087,154557,196698.0,retailer,pick-up,otc,6/22/2020 5:31,selesai,6/22/2020 5:31,2020-06-22 05:31:00,20200622,3,1,37000,22600,3,1,179594.69,6.9466675884955755,1.0
504,3790089,58634,19520.0,retailer,pick-up,app,6/22/2020 5:32,selesai,6/24/2020 13:50,2020-06-22 05:32:00,20200622,12,3,1610650,637750,440,8,0.0,0.0,0.0
505,3790130,143918,72796.0,retailer,pick-up,app,6/22/2020 5:40,siap-diambil,6/22/2020 9:33,2020-06-22 05:40:00,20200622,14,1,1293300,130500,43,5,247833.5,0.8991072796934866,0.0
506,3790132,56960,266218.0,retailer,same-day,app,6/22/2020 5:40,selesai,7/2/2020 9:06,2020-06-22 05:40:00,20200622,19,1,1033600,219600,230,10,146060.56,0.33487904143897995,0.0
507,3790155,68874,142879.0,retailer,pick-up,app,6/22/2020 5:45,selesai,6/23/2020 8:23,2020-06-22 05:45:00,20200622,19,2,1162400,266500,301,15,0.0,0.0,0.0
508,3614148,91339,0.0,guest,pick-up,otc,6/11/2020 6:01,selesai,6/11/2020 6:01,2020-06-11 06:01:00,20200611,4,0,121500,0,53,0,0.0,0.0,0.0
509,3648867,54049,0.0,guest,pick-up,otc,6/13/2020 9:00,selesai,6/13/2020 9:00,2020-06-13 09:00:00,20200613,1,1,106000,106000,10,10,303428.38,1.8625318396226416,0.0
510,3594353,134684,0.0,guest,pick-up,otc,6/9/2020 16:14,selesai,6/9/2020 16:14,2020-06-09 16:14:00,20200609,20,4,3069000,653000,374,40,0.0,0.0,0.0
511,3594396,158293,0.0,guest,pick-up,otc,6/9/2020 16:17,selesai,6/9/2020 16:17,2020-06-09 16:17:00,20200609,57,3,7447300,463500,251,7,0.0,0.0,0.0
512,3626516,158293,0.0,guest,pick-up,otc,6/11/2020 16:43,selesai,6/11/2020 16:43,2020-06-11 16:43:00,20200611,5,0,1195000,0,10,0,0.0,0.0,0.0
513,3626539,64592,0.0,guest,pick-up,otc,6/11/2020 16:46,selesai,6/11/2020 16:46,2020-06-11 16:46:00,20200611,1,1,220500,220500,10,10,318375.75,0.4438809523809524,0.0
514,3750556,175330,0.0,guest,pick-up,otc,6/19/2020 11:07,selesai,6/19/2020 11:07,2020-06-19 11:07:00,20200619,20,1,426400,44200,44,2,294475.94,5.662351527149322,1.0
515,3726781,135785,0.0,guest,pick-up,otc,6/18/2020 8:04,selesai,6/18/2020 8:04,2020-06-18 08:04:00,20200618,5,1,1192000,115000,7,1,290469.56,1.5258222826086956,0.0
516,3718159,178815,0.0,guest,pick-up,otc,6/17/2020 14:32,selesai,6/17/2020 14:32,2020-06-17 14:32:00,20200617,15,4,9443000,1228000,572,60,0.0,0.0,0.0
517,3718202,170242,0.0,guest,pick-up,otc,6/17/2020 14:34,selesai,6/17/2020 14:34,2020-06-17 14:34:00,20200617,4,4,596500,596500,30,30,0.0,0.0,0.0
518,3562463,140316,0.0,guest,pick-up,otc,6/7/2020 14:50,selesai,6/7/2020 14:50,2020-06-07 14:50:00,20200607,4,0,1521000,0,255,0,0.0,0.0,0.0
519,3793565,152326,172830.0,retailer,pick-up,app,6/22/2020 8:42,selesai,6/26/2020 8:54,2020-06-22 08:42:00,20200622,14,0,349700,0,39,0,0.0,0.0,0.0
520,3738614,172708,120088.0,retailer,pick-up,app,6/18/2020 15:55,selesai,6/19/2020 10:39,2020-06-18 15:55:00,20200618,5,2,541500,163500,11,8,0.0,0.0,0.0
521,3738646,139119,102846.0,retailer,pick-up,app,6/18/2020 15:57,selesai,6/22/2020 11:17,2020-06-18 15:57:00,20200618,11,3,1525000,768000,27,4,0.0,0.0,0.0
522,3738657,134349,214464.0,retailer,pick-up,otc,6/18/2020 15:57,selesai,6/18/2020 15:57,2020-06-18 15:57:00,20200618,5,1,608500,134500,87,5,226356.69,0.6829493494423792,0.0
523,3738746,137551,122924.0,retailer,pick-up,app,6/18/2020 16:01,selesai,6/22/2020 11:10,2020-06-18 16:01:00,20200618,3,3,921000,921000,50,50,0.0,0.0,0.0
524,3738757,174951,267932.0,retailer,pick-up,otc,6/18/2020 16:01,selesai,6/18/2020 16:01,2020-06-18 16:01:00,20200618,15,7,4122500,1875000,330,94,0.0,0.0,0.0
525,3738789,172815,218250.0,retailer,pick-up,app,6/18/2020 16:03,siap-diambil,6/18/2020 16:28,2020-06-18 16:03:00,20200618,9,5,1325000,777000,48,40,0.0,0.0,0.0
526,3801697,55081,208033.0,retailer,pick-up,app,6/22/2020 13:17,selesai,6/29/2020 7:37,2020-06-22 13:17:00,20200622,4,2,500500,334500,112,110,0.0,0.0,0.0
527,3801722,56542,231683.0,retailer,pick-up,app,6/22/2020 13:18,selesai,6/23/2020 12:38,2020-06-22 13:18:00,20200622,4,4,255600,255600,17,17,0.0,0.0,0.0
528,3801786,1113715,1121332.0,retailer,pick-up,app,6/22/2020 13:21,selesai,6/22/2020 15:30,2020-06-22 13:21:00,20200622,4,1,313750,64500,18,3,242643.19,2.7619098837209304,0.0
529,3801854,56663,44570.0,retailer,pick-up,app,6/22/2020 13:23,siap-diambil,8/26/2020 11:28,2020-06-22 13:23:00,20200622,10,2,1083421,378050,20,11,0.0,0.0,0.0
530,3728404,147602,1121103.0,retailer,pick-up,otc,6/18/2020 9:04,selesai,6/18/2020 9:04,2020-06-18 09:04:00,20200618,10,0,1373500,0,55,0,0.0,0.0,0.0
531,3728418,160585,195312.0,retailer,pick-up,otc,6/18/2020 9:05,selesai,6/18/2020 9:05,2020-06-18 09:05:00,20200618,4,1,451000,193000,118,10,267906.62,0.3881172279792746,0.0
532,3728461,101341,238239.0,retailer,pick-up,app,6/18/2020 9:06,siap-diambil,6/18/2020 9:12,2020-06-18 09:06:00,20200618,8,2,1000200,229500,49,10,0.0,0.0,0.0
533,3728504,60622,222537.0,retailer,pick-up,app,6/18/2020 9:08,selesai,6/18/2020 17:40,2020-06-18 09:08:00,20200618,7,0,402000,0,16,0,0.0,0.0,0.0
534,3728518,53919,20840.0,retailer,pick-up,app,6/18/2020 9:09,selesai,6/25/2020 6:54,2020-06-18 09:09:00,20200618,10,1,567300,49050,48,3,200768.38,3.093137104994903,1.0
535,3728547,149436,171134.0,retailer,pick-up,app,6/18/2020 9:09,selesai,6/19/2020 15:51,2020-06-18 09:09:00,20200618,13,1,388250,114000,82,10,267297.7,1.344716557017544,0.0
536,3728561,143879,244277.0,retailer,same-day,app,6/18/2020 9:10,selesai,6/18/2020 15:50,2020-06-18 09:10:00,20200618,7,0,733500,0,50,0,0.0,0.0,0.0
537,3519932,178815,0.0,guest,pick-up,otc,6/4/2020 13:09,selesai,6/4/2020 13:09,2020-06-04 13:09:00,20200604,2,0,911000,0,15,0,0.0,0.0,0.0
538,3807070,199030,0.0,guest,pick-up,otc,6/22/2020 17:31,selesai,6/22/2020 17:31,2020-06-22 17:31:00,20200622,13,2,2458000,762000,126,40,0.0,0.0,0.0
539,3595958,158293,0.0,guest,pick-up,otc,6/9/2020 18:26,selesai,6/9/2020 18:26,2020-06-09 18:26:00,20200609,1,0,138000,0,1,0,0.0,0.0,0.0
540,3609612,140356,0.0,guest,pick-up,otc,6/10/2020 15:46,selesai,6/10/2020 15:46,2020-06-10 15:46:00,20200610,1,1,26950,26950,1,1,296628.38,10.006618738404452,1.0
541,3496818,178815,0.0,guest,pick-up,otc,6/2/2020 20:21,selesai,6/2/2020 20:21,2020-06-02 20:21:00,20200602,18,4,1622000,687000,222,35,0.0,0.0,0.0
542,3560115,55081,0.0,guest,pick-up,otc,6/7/2020 10:59,selesai,6/7/2020 10:59,2020-06-07 10:59:00,20200607,11,3,2154000,680500,121,30,0.0,0.0,0.0
543,3560126,135785,0.0,guest,pick-up,otc,6/7/2020 10:59,selesai,6/7/2020 10:59,2020-06-07 10:59:00,20200607,2,0,1810000,0,49,0,0.0,0.0,0.0
544,3487169,186487,0.0,guest,pick-up,otc,6/2/2020 9:04,selesai,6/2/2020 9:05,2020-06-02 09:04:00,20200602,1,0,128000,0,2,0,0.0,0.0,0.0
545,3805205,140356,0.0,guest,pick-up,otc,6/22/2020 15:50,selesai,6/22/2020 15:50,2020-06-22 15:50:00,20200622,2,2,32150,32150,2,2,0.0,0.0,0.0
546,3812775,160585,0.0,guest,pick-up,otc,6/23/2020 8:10,selesai,6/23/2020 8:10,2020-06-23 08:10:00,20200623,3,0,131000,0,28,0,0.0,0.0,0.0
547,3855416,1126248,0.0,guest,pick-up,otc,6/25/2020 9:41,selesai,6/25/2020 9:41,2020-06-25 09:41:00,20200625,2,0,35200,0,2,0,0.0,0.0,0.0
548,3846742,137735,0.0,guest,pick-up,otc,6/24/2020 17:12,selesai,6/24/2020 17:12,2020-06-24 17:12:00,20200624,1,0,212000,0,48,0,0.0,0.0,0.0
549,3911515,137950,0.0,guest,pick-up,otc,6/28/2020 10:38,selesai,6/28/2020 10:38,2020-06-28 10:38:00,20200628,19,0,494600,0,125,0,0.0,0.0,0.0
550,3819663,243190,0.0,guest,pick-up,otc,6/23/2020 11:51,selesai,6/23/2020 11:51,2020-06-23 11:51:00,20200623,1,0,675000,0,30,0,0.0,0.0,0.0
551,3809510,146209,0.0,guest,pick-up,otc,6/22/2020 21:02,selesai,6/22/2020 21:02,2020-06-22 21:02:00,20200622,11,9,2149000,1863000,104,84,0.0,0.0,0.0
552,3903434,55081,0.0,guest,pick-up,otc,6/27/2020 15:41,selesai,6/27/2020 15:41,2020-06-27 15:41:00,20200627,3,1,1247500,550500,60,30,565982.75,0.02812488646684832,0.0
553,4040717,186145,96012.0,retailer,pick-up,app,7/4/2020 16:30,selesai,7/4/2020 21:17,2020-07-04 16:30:00,20200704,19,5,1403600,448700,89,21,0.0,0.0,0.0
554,4040760,134664,153745.0,retailer,pick-up,app,7/4/2020 16:33,selesai,7/14/2020 7:38,2020-07-04 16:33:00,20200704,4,0,370000,0,159,0,0.0,0.0,0.0
555,4040767,158293,0.0,guest,pick-up,otc,7/4/2020 16:33,selesai,7/4/2020 16:33,2020-07-04 16:33:00,20200704,8,0,394500,0,31,0,0.0,0.0,0.0
556,4040774,58372,49276.0,retailer,pick-up,app,7/4/2020 16:33,selesai,7/5/2020 9:20,2020-07-04 16:33:00,20200704,6,2,540050,196000,41,15,0.0,0.0,0.0
557,4040817,54022,245333.0,retailer,pick-up,otc,7/4/2020 16:36,selesai,7/4/2020 16:36,2020-07-04 16:36:00,20200704,6,3,256050,43350,19,3,0.0,0.0,0.0
558,3990152,141110,108023.0,retailer,pick-up,app,7/2/2020 10:34,selesai,7/19/2020 21:27,2020-07-02 10:34:00,20200702,1,0,600000,0,50,0,0.0,0.0,0.0
559,3990163,55001,41656.0,retailer,same-day,app,7/2/2020 10:35,selesai,7/4/2020 5:28,2020-07-02 10:35:00,20200702,8,5,828000,678500,53,35,0.0,0.0,0.0
560,3990195,139119,102848.0,retailer,pick-up,otc,7/2/2020 10:36,selesai,7/2/2020 10:36,2020-07-02 10:36:00,20200702,1,0,156000,0,2,0,0.0,0.0,0.0
561,3990238,53834,1121487.0,retailer,pick-up,otc,7/2/2020 10:37,selesai,7/2/2020 10:37,2020-07-02 10:37:00,20200702,5,5,116850,116850,7,7,0.0,0.0,0.0
562,4040849,132972,262078.0,retailer,pick-up,app,7/4/2020 16:38,selesai,7/5/2020 14:08,2020-07-04 16:38:00,20200704,9,2,253900,70500,45,3,0.0,0.0,0.0
563,4040860,148246,197934.0,retailer,pick-up,otc,7/4/2020 16:39,selesai,7/4/2020 16:39,2020-07-04 16:39:00,20200704,7,2,1372000,273000,86,20,0.0,0.0,0.0
564,3934400,137882,1130170.0,retailer,same-day,app,6/29/2020 19:36,selesai,7/1/2020 16:27,2020-06-29 19:36:00,20200629,1,0,480000,0,5,0,0.0,0.0,0.0
565,3934411,135781,152100.0,retailer,pick-up,app,6/29/2020 19:37,selesai,6/30/2020 8:37,2020-06-29 19:37:00,20200629,11,9,2219000,1805000,93,90,0.0,0.0,0.0
566,4007793,69032,0.0,guest,pick-up,otc,7/3/2020 8:42,selesai,7/3/2020 8:42,2020-07-03 08:42:00,20200703,1,0,155000,0,1,0,0.0,0.0,0.0
567,3935004,59098,0.0,guest,pick-up,otc,6/29/2020 20:18,selesai,6/29/2020 20:18,2020-06-29 20:18:00,20200629,9,9,1855800,1855800,99,99,0.0,0.0,0.0
568,4042471,57760,0.0,guest,pick-up,otc,7/4/2020 18:39,selesai,7/4/2020 18:39,2020-07-04 18:39:00,20200704,8,2,7182500,828000,19,3,0.0,0.0,0.0
569,3528481,54027,37591.0,retailer,same-day,app,6/5/2020 8:06,selesai,6/7/2020 13:11,2020-06-05 08:06:00,20200605,30,5,3329250,825250,306,55,0.0,0.0,0.0
570,3528506,205614,69215.0,retailer,pick-up,app,6/5/2020 8:08,selesai,6/10/2020 8:46,2020-06-05 08:08:00,20200605,27,1,1085500,115000,250,10,298120.5,1.5923521739130435,0.0
571,3509729,55265,0.0,guest,pick-up,otc,6/3/2020 17:58,selesai,6/3/2020 17:58,2020-06-03 17:58:00,20200603,6,3,42852000,881500,262,4,0.0,0.0,0.0
572,3688896,54200,38639.0,retailer,pick-up,app,6/15/2020 22:39,selesai,6/18/2020 11:57,2020-06-15 22:39:00,20200615,11,1,760950,189250,93,10,257779.56,0.36211129458388375,0.0
573,3743412,150385,93748.0,retailer,pick-up,app,6/19/2020 5:04,selesai,6/19/2020 10:52,2020-06-19 05:04:00,20200619,5,2,4319000,1413000,200,60,0.0,0.0,0.0
574,3684859,55081,0.0,guest,pick-up,otc,6/15/2020 16:17,selesai,6/15/2020 16:17,2020-06-15 16:17:00,20200615,11,5,2134000,1089500,217,150,0.0,0.0,0.0
575,3684991,57669,0.0,guest,pick-up,otc,6/15/2020 16:25,selesai,6/15/2020 16:25,2020-06-15 16:25:00,20200615,16,0,1706000,0,664,0,0.0,0.0,0.0
576,3685002,158293,0.0,guest,pick-up,otc,6/15/2020 16:25,selesai,6/15/2020 16:25,2020-06-15 16:25:00,20200615,3,0,879000,0,4,0,0.0,0.0,0.0
577,3797603,207327,80361.0,retailer,same-day,app,6/22/2020 10:44,selesai,6/23/2020 12:39,2020-06-22 10:44:00,20200622,14,1,1106500,221000,159,10,303615.8,0.37382720588235296,0.0
578,3797624,1131,241016.0,retailer,pick-up,otc,6/22/2020 10:45,selesai,6/28/2020 10:07,2020-06-22 10:45:00,20200622,3,3,182200,182200,10,10,0.0,0.0,0.0
579,3585209,139096,77727.0,retailer,pick-up,app,6/9/2020 8:47,selesai,6/9/2020 15:38,2020-06-09 08:47:00,20200609,9,4,807000,549100,39,18,0.0,0.0,0.0
580,3585220,212308,218280.0,retailer,pick-up,app,6/9/2020 8:47,selesai,6/11/2020 9:02,2020-06-09 08:47:00,20200609,57,0,11445000,0,2249,0,0.0,0.0,0.0
581,3585243,54007,12094.0,retailer,pick-up,app,6/9/2020 8:48,selesai,6/9/2020 11:00,2020-06-09 08:48:00,20200609,10,6,2313000,1579000,210,130,0.0,0.0,0.0
582,3585252,139586,244025.0,retailer,pick-up,app,6/9/2020 8:48,selesai,6/10/2020 7:08,2020-06-09 08:48:00,20200609,11,3,860500,520500,66,25,0.0,0.0,0.0
583,3585277,53829,132433.0,retailer,same-day,app,6/9/2020 8:49,selesai,7/3/2020 16:53,2020-06-09 08:49:00,20200609,55,1,1054450,81000,71,4,137390.25,0.6961759259259259,0.0
584,3585286,143435,119590.0,retailer,same-day,app,6/9/2020 8:50,pesanan-diterima,7/10/2020 15:00,2020-06-09 08:50:00,20200609,2,2,635000,635000,3,3,0.0,0.0,0.0
585,3585309,1131,234146.0,retailer,pick-up,otc,6/9/2020 8:50,selesai,6/9/2020 8:50,2020-06-09 08:50:00,20200609,3,3,2371000,2371000,120,120,0.0,0.0,0.0
586,3585318,137019,211007.0,retailer,pick-up,app,6/9/2020 8:51,selesai,6/10/2020 6:51,2020-06-09 08:51:00,20200609,27,7,1216900,432300,156,24,0.0,0.0,0.0
587,3585320,140944,114177.0,retailer,same-day,app,6/9/2020 8:51,selesai,6/11/2020 13:21,2020-06-09 08:51:00,20200609,1,1,158500,158500,10,10,285625.8,0.8020555993690852,0.0
588,3585343,130073,79446.0,retailer,pick-up,app,6/9/2020 8:52,pesanan-diterima,9/1/2020 15:14,2020-06-09 08:52:00,20200609,22,2,2388400,193500,209,10,0.0,0.0,0.0
589,3585352,171226,209360.0,retailer,pick-up,app,6/9/2020 8:52,selesai,6/10/2020 14:25,2020-06-09 08:52:00,20200609,21,4,1156550,187350,186,8,0.0,0.0,0.0
590,3743243,144940,176298.0,retailer,pick-up,app,6/19/2020 0:42,siap-diambil,6/19/2020 6:12,2020-06-19 00:42:00,20200619,7,3,428750,132450,22,7,0.0,0.0,0.0
591,3743254,54577,36259.0,retailer,pick-up,app,6/19/2020 0:50,selesai,6/19/2020 17:32,2020-06-19 00:50:00,20200619,1,0,221000,0,10,0,0.0,0.0,0.0
592,3743277,54027,226823.0,retailer,same-day,app,6/19/2020 1:24,selesai,6/20/2020 16:40,2020-06-19 01:24:00,20200619,13,0,500500,0,93,0,0.0,0.0,0.0
593,3743286,252844,110541.0,retailer,pick-up,otc,6/19/2020 1:44,selesai,6/19/2020 1:44,2020-06-19 01:44:00,20200619,25,2,4477000,303000,612,11,0.0,0.0,0.0
594,3743320,170118,234221.0,retailer,pick-up,app,6/19/2020 2:36,selesai,6/19/2020 2:50,2020-06-19 02:36:00,20200619,13,9,909400,497600,47,24,0.0,0.0,0.0
595,3743377,53629,37074.0,retailer,pick-up,app,6/19/2020 4:34,selesai,6/23/2020 8:01,2020-06-19 04:34:00,20200619,6,3,322150,282750,22,15,0.0,0.0,0.0
596,3688759,136987,202747.0,retailer,pick-up,otc,6/15/2020 22:12,selesai,6/15/2020 22:12,2020-06-15 22:12:00,20200615,1,0,6250000,0,25,0,0.0,0.0,0.0
597,3688793,170118,102685.0,retailer,pick-up,app,6/15/2020 22:18,selesai,6/17/2020 12:44,2020-06-15 22:18:00,20200615,20,3,2226400,881000,256,40,0.0,0.0,0.0
598,3688802,132943,1113186.0,retailer,same-day,app,6/15/2020 22:20,selesai,6/17/2020 15:07,2020-06-15 22:20:00,20200615,35,0,4669000,0,575,0,0.0,0.0,0.0
599,3688836,55289,209681.0,retailer,next-day,app,6/15/2020 22:28,selesai,6/17/2020 16:46,2020-06-15 22:28:00,20200615,22,4,1095450,210575,53,16,0.0,0.0,0.0
600,3688868,54584,21014.0,retailer,pick-up,otc,6/15/2020 22:34,selesai,6/15/2020 22:34,2020-06-15 22:34:00,20200615,6,2,361000,95400,22,6,0.0,0.0,0.0
601,3657643,54321,129606.0,retailer,pick-up,otc,6/13/2020 16:51,selesai,6/13/2020 16:51,2020-06-13 16:51:00,20200613,4,0,56800,0,10,0,0.0,0.0,0.0
