,id,wholesaler_id,retailer_id,buyer_type,shipping_type,order_type,book_time,last_status,last_status_time,anomaly_label
749,3738723,53834,1121467.0,retailer,pick-up,otc,6/18/2020 16:00,selesai,6/18/2020 16:00,0
750,3738766,58464,36755.0,retailer,pick-up,app,6/18/2020 16:01,selesai,6/19/2020 6:47,0
751,3738780,135527,79026.0,retailer,pick-up,app,6/18/2020 16:02,selesai,6/18/2020 16:50,0
752,3801677,134671,121445.0,retailer,pick-up,app,6/22/2020 13:16,selesai,6/22/2020 16:39,0
753,3793567,142771,235580.0,retailer,pick-up,app,6/22/2020 8:42,selesai,6/26/2020 8:28,0
754,3793608,56540,30389.0,retailer,same-day,app,6/22/2020 8:44,selesai,6/24/2020 11:14,0
755,3793633,137109,146568.0,retailer,pick-up,app,6/22/2020 8:44,selesai,6/22/2020 10:54,0
756,3793642,132825,32136.0,retailer,same-day,app,6/22/2020 8:45,selesai,6/23/2020 15:14,0
757,3793665,133124,113535.0,retailer,pick-up,app,6/22/2020 8:45,selesai,6/22/2020 10:48,0
758,3642351,58496,,guest,pick-up,otc,6/12/2020 16:52,selesai,6/12/2020 16:52,0
759,3741489,143538,,guest,pick-up,otc,6/18/2020 19:31,selesai,6/18/2020 19:31,0
760,3805440,158293,,guest,pick-up,otc,6/22/2020 16:00,selesai,6/22/2020 16:00,0
761,3805474,141859,,guest,pick-up,otc,6/22/2020 16:01,selesai,6/22/2020 16:01,0
762,3805533,58496,,guest,pick-up,otc,6/22/2020 16:04,selesai,6/22/2020 16:04,0
763,3579747,158293,,guest,pick-up,otc,6/8/2020 17:44,selesai,6/8/2020 17:44,0
764,3548693,135785,,guest,pick-up,otc,6/6/2020 11:39,selesai,6/6/2020 11:39,0
765,3548795,199030,,guest,pick-up,otc,6/6/2020 11:44,selesai,6/6/2020 11:44,0
766,3594821,150878,,guest,pick-up,otc,6/9/2020 16:44,selesai,6/9/2020 16:44,0
767,3522432,55265,,guest,pick-up,otc,6/4/2020 15:30,selesai,6/4/2020 15:30,0
768,3522564,158293,,guest,pick-up,otc,6/4/2020 15:39,selesai,6/4/2020 15:39,0
769,3594987,158293,,guest,pick-up,otc,6/9/2020 16:56,selesai,6/9/2020 16:56,0
770,3594989,54049,,guest,pick-up,otc,6/9/2020 16:56,selesai,6/9/2020 16:56,0
771,3621091,131585,,guest,pick-up,otc,6/11/2020 11:45,selesai,6/11/2020 11:45,0
772,3531924,135785,,guest,pick-up,otc,6/5/2020 10:36,selesai,6/5/2020 10:36,0
773,3557896,55081,,guest,pick-up,otc,6/7/2020 8:39,selesai,6/7/2020 8:39,0
774,3557921,160585,,guest,pick-up,otc,6/7/2020 8:40,selesai,6/7/2020 8:40,0
775,3504337,143538,,guest,pick-up,otc,6/3/2020 11:41,selesai,6/3/2020 11:42,0
776,3504405,55081,,guest,pick-up,otc,6/3/2020 11:45,selesai,6/3/2020 11:45,0
777,3724184,140356,,guest,pick-up,otc,6/17/2020 22:37,selesai,6/17/2020 22:37,0
778,3748616,149437,,guest,pick-up,otc,6/19/2020 10:00,selesai,6/19/2020 10:00,0
779,3551476,178815,,guest,pick-up,otc,6/6/2020 14:25,selesai,6/6/2020 14:25,0
780,3496619,178815,,guest,pick-up,otc,6/2/2020 19:48,selesai,6/2/2020 19:48,0
781,4024404,133638,103275.0,retailer,pick-up,app,7/3/2020 21:10,selesai,7/13/2020 21:14,0
782,4056492,56523,48931.0,retailer,next-day,app,7/5/2020 21:26,selesai,7/7/2020 17:17,0
783,4056621,131994,234324.0,retailer,pick-up,app,7/5/2020 21:42,selesai,7/7/2020 19:12,0
784,3976333,140356,,guest,pick-up,otc,7/1/2020 15:30,selesai,7/1/2020 15:30,0
785,4031758,59098,,guest,pick-up,otc,7/4/2020 10:13,selesai,7/4/2020 10:13,0
786,4048295,175330,,guest,pick-up,otc,7/5/2020 10:10,selesai,7/5/2020 10:10,0
787,3943909,55081,,guest,pick-up,otc,6/30/2020 9:54,selesai,6/30/2020 9:54,0
788,4016150,143538,,guest,pick-up,otc,7/3/2020 13:35,selesai,7/3/2020 13:35,0
789,3944447,143538,,guest,pick-up,otc,6/30/2020 10:09,selesai,6/30/2020 10:09,0
790,3944513,56677,,guest,pick-up,otc,6/30/2020 10:11,selesai,6/30/2020 10:11,0
791,4822628,55952,223130.0,retailer,pick-up,app,8/10/2020 1:47,selesai,8/17/2020 23:12,0
792,4822651,56578,1112632.0,retailer,pick-up,app,8/10/2020 2:28,selesai,8/10/2020 11:55,0
793,4822653,56945,41673.0,retailer,pick-up,app,8/10/2020 2:31,selesai,8/11/2020 16:17,0
794,4822728,254365,105513.0,retailer,pick-up,app,8/10/2020 4:37,selesai,8/14/2020 12:48,0
795,4822753,60092,191715.0,retailer,pick-up,app,8/10/2020 4:59,selesai,8/20/2020 11:07,0
796,4823962,166983,169616.0,retailer,pick-up,app,8/10/2020 7:02,selesai,8/23/2020 12:38,0
797,4823964,137061,98113.0,retailer,pick-up,app,8/10/2020 7:02,selesai,8/11/2020 9:09,0
798,4823987,53903,132252.0,retailer,pick-up,app,8/10/2020 7:03,selesai,8/10/2020 16:42,0
799,3738683,140153,197786.0,retailer,pick-up,otc,6/18/2020 15:58,selesai,6/18/2020 15:58,0
800,3738749,133124,140118.0,retailer,pick-up,app,6/18/2020 16:01,selesai,6/19/2020 8:09,0
801,3738783,57933,1100408.0,retailer,pick-up,app,6/18/2020 16:02,selesai,6/20/2020 12:50,0
802,3801728,132040,71251.0,retailer,pick-up,app,6/22/2020 13:19,selesai,7/8/2020 15:19,0
803,3801828,54334,99789.0,retailer,pick-up,app,6/22/2020 13:23,selesai,6/23/2020 20:48,0
804,3728421,54995,26969.0,retailer,same-day,app,6/18/2020 9:05,selesai,6/20/2020 12:48,0
805,3728487,64592,35370.0,retailer,same-day,app,6/18/2020 9:07,selesai,6/23/2020 8:11,0
806,3728521,237569,119589.0,retailer,pick-up,app,6/18/2020 9:09,selesai,6/23/2020 8:03,0
807,3728530,55241,28620.0,retailer,pick-up,app,6/18/2020 9:09,selesai,6/19/2020 10:34,0
808,3728553,134358,79877.0,retailer,pick-up,app,6/18/2020 9:10,selesai,6/19/2020 10:42,0
809,3500929,57918,,guest,pick-up,otc,6/3/2020 9:07,selesai,6/3/2020 9:07,0
810,3501029,58496,,guest,pick-up,otc,6/3/2020 9:12,selesai,6/3/2020 9:12,0
811,3501097,57918,,guest,pick-up,otc,6/3/2020 9:15,selesai,6/3/2020 9:15,0
812,3560132,199030,,guest,pick-up,otc,6/7/2020 11:00,selesai,6/7/2020 11:00,0
813,3560159,55081,,guest,pick-up,otc,6/7/2020 11:02,selesai,6/7/2020 11:02,0
814,3797692,68635,154850.0,retailer,pick-up,app,6/22/2020 10:47,selesai,6/22/2020 13:57,0
815,3797767,55696,156342.0,retailer,next-day,app,6/22/2020 10:49,selesai,6/24/2020 10:34,0
816,3775382,140356,,guest,pick-up,otc,6/20/2020 16:59,selesai,6/20/2020 16:59,0
817,3775439,140356,,guest,pick-up,otc,6/20/2020 17:03,selesai,6/20/2020 17:03,0
818,3800132,199030,,guest,pick-up,otc,6/22/2020 12:11,selesai,6/22/2020 12:11,0
819,3570929,135785,,guest,pick-up,otc,6/8/2020 10:04,selesai,6/8/2020 10:04,0
820,3648184,135785,,guest,pick-up,otc,6/13/2020 8:30,selesai,6/13/2020 8:30,0
821,3538891,199030,,guest,pick-up,otc,6/5/2020 17:21,selesai,6/5/2020 17:21,0
822,3668197,158293,,guest,pick-up,otc,6/14/2020 17:57,selesai,6/14/2020 17:57,0
823,3556121,140356,,guest,pick-up,otc,6/6/2020 23:47,selesai,6/6/2020 23:47,0
824,3530417,199030,,guest,pick-up,otc,6/5/2020 9:33,selesai,6/5/2020 9:33,0
825,3530710,160585,,guest,pick-up,otc,6/5/2020 9:43,selesai,6/5/2020 9:43,0
826,3482278,234791,,guest,pick-up,otc,6/1/2020 16:59,selesai,6/1/2020 17:00,0
827,3482321,134684,,guest,pick-up,otc,6/1/2020 17:06,selesai,6/1/2020 17:06,0
828,3786146,178815,,guest,pick-up,otc,6/21/2020 15:38,selesai,6/21/2020 15:38,0
829,3786210,1113363,,guest,pick-up,otc,6/21/2020 15:45,selesai,6/21/2020 15:45,0
830,3588034,138067,,guest,pick-up,otc,6/9/2020 10:39,selesai,6/9/2020 10:39,0
831,3794670,57918,,guest,pick-up,otc,6/22/2020 9:17,selesai,6/22/2020 9:17,0
832,3934443,56578,49411.0,retailer,pick-up,otc,6/29/2020 19:39,selesai,6/29/2020 19:39,0
833,3934486,53989,53982.0,retailer,same-day,app,6/29/2020 19:42,selesai,7/2/2020 9:51,0
834,3934500,131725,186786.0,retailer,same-day,app,6/29/2020 19:43,selesai,7/1/2020 13:27,0
835,3953627,146144,53376.0,retailer,same-day,app,6/30/2020 15:20,selesai,7/3/2020 9:41,0
836,3954249,234791,,guest,pick-up,otc,6/30/2020 15:46,selesai,6/30/2020 15:48,0
837,4008336,137950,,guest,pick-up,otc,7/3/2020 8:58,selesai,7/3/2020 8:58,0
838,3937826,137735,,guest,pick-up,otc,6/30/2020 6:31,selesai,6/30/2020 6:31,0
839,3937837,137735,,guest,pick-up,otc,6/30/2020 6:32,selesai,6/30/2020 6:32,0
840,3937844,137735,,guest,pick-up,otc,6/30/2020 6:33,selesai,6/30/2020 6:33,0
841,3937851,137735,,guest,pick-up,otc,6/30/2020 6:33,selesai,6/30/2020 6:33,0
842,3937869,137735,,guest,pick-up,otc,6/30/2020 6:34,selesai,6/30/2020 6:34,0
843,4824022,166983,170086.0,retailer,pick-up,app,8/10/2020 7:04,konfirmasi-perubahan,8/10/2020 11:52,0
844,4824047,230462,95370.0,retailer,pick-up,app,8/10/2020 7:06,siap-diambil,8/10/2020 7:21,0
845,4824065,61984,33629.0,retailer,pick-up,app,8/10/2020 7:06,selesai,8/26/2020 15:18,0
846,4824090,153785,97424.0,retailer,pick-up,app,8/10/2020 7:08,selesai,8/13/2020 15:38,0
847,4823186,100492,1106972.0,retailer,same-day,app,8/10/2020 6:12,selesai,8/11/2020 7:24,0
848,4823229,54815,1099947.0,retailer,same-day,app,8/10/2020 6:15,selesai,8/12/2020 9:13,0
849,4823254,135781,81997.0,retailer,pick-up,app,8/10/2020 6:17,selesai,8/10/2020 16:55,0
850,4823272,53845,40693.0,retailer,pick-up,app,8/10/2020 6:18,selesai,8/10/2020 19:20,0
851,4823297,56159,58741.0,retailer,pick-up,app,8/10/2020 6:20,selesai,8/11/2020 8:16,0
852,3570161,139633,107229.0,retailer,same-day,app,6/8/2020 9:35,selesai,6/9/2020 13:33,0
853,3570204,140258,98192.0,retailer,same-day,app,6/8/2020 9:36,selesai,6/14/2020 14:27,0
854,3570261,54008,15689.0,retailer,pick-up,app,6/8/2020 9:39,selesai,6/19/2020 16:11,0
855,3790776,162151,238894.0,retailer,pick-up,app,6/22/2020 6:50,selesai,6/23/2020 10:20,0
856,3790797,137079,80820.0,retailer,next-day,app,6/22/2020 6:51,selesai,6/24/2020 17:28,0
857,3790840,141825,82738.0,retailer,pick-up,app,6/22/2020 6:54,selesai,6/30/2020 8:42,0
858,3790865,1147,19.0,retailer,same-day,app,6/22/2020 6:56,selesai,6/23/2020 20:33,0
859,3717004,199030,,guest,pick-up,otc,6/17/2020 13:36,selesai,6/17/2020 13:36,0
860,3707412,55081,,guest,pick-up,otc,6/17/2020 7:03,selesai,6/17/2020 7:03,0
861,3720230,199030,,guest,pick-up,otc,6/17/2020 16:14,selesai,6/17/2020 16:14,0
862,3696816,262459,,guest,pick-up,otc,6/16/2020 11:12,selesai,6/16/2020 11:12,0
863,3710906,158293,,guest,pick-up,otc,6/17/2020 9:28,selesai,6/17/2020 10:33,0
864,3685377,175330,,guest,pick-up,otc,6/15/2020 16:46,selesai,6/15/2020 16:46,0
865,3502909,178815,,guest,pick-up,otc,6/3/2020 10:37,selesai,6/3/2020 10:37,0
866,3654318,199030,,guest,pick-up,otc,6/13/2020 13:27,selesai,6/13/2020 13:27,0
867,3493971,57669,,guest,pick-up,otc,6/2/2020 15:17,selesai,6/2/2020 15:17,0
868,3649913,199030,,guest,pick-up,otc,6/13/2020 9:42,selesai,6/13/2020 9:42,0
869,3639074,259743,,guest,pick-up,otc,6/12/2020 13:57,selesai,6/12/2020 13:57,0
870,3550105,144906,,guest,pick-up,otc,6/6/2020 13:01,selesai,6/6/2020 13:01,0
871,3791165,175330,,guest,pick-up,otc,6/22/2020 7:12,selesai,6/22/2020 7:15,0
872,3791258,175330,,guest,pick-up,otc,6/22/2020 7:17,selesai,6/22/2020 7:17,0
873,3799832,139238,,guest,pick-up,otc,6/22/2020 12:00,selesai,6/22/2020 12:00,0
874,4141868,158293,,guest,pick-up,otc,7/9/2020 16:23,selesai,7/9/2020 16:23,0
875,3793545,66120,46574.0,retailer,same-day,app,6/22/2020 8:42,selesai,6/23/2020 16:06,0
876,3793628,53807,26345.0,retailer,pick-up,app,6/22/2020 8:44,selesai,6/24/2020 9:37,0
877,3793645,157442,85784.0,retailer,pick-up,app,6/22/2020 8:45,selesai,6/24/2020 17:11,0
878,3528617,243190,,guest,pick-up,otc,6/5/2020 8:14,selesai,6/5/2020 8:14,0
879,3755956,144906,,guest,pick-up,otc,6/19/2020 15:24,selesai,6/19/2020 15:31,0
880,3741520,143538,,guest,pick-up,otc,6/18/2020 19:34,selesai,6/18/2020 19:34,0
881,3741550,143538,,guest,pick-up,otc,6/18/2020 19:37,selesai,6/18/2020 19:37,0
882,3741567,252047,,guest,pick-up,otc,6/18/2020 19:40,selesai,6/18/2020 19:40,0
883,3806966,178815,,guest,pick-up,otc,6/22/2020 17:24,selesai,6/22/2020 17:24,0
884,3806981,234791,,guest,pick-up,otc,6/22/2020 17:26,selesai,6/22/2020 17:26,0
885,3807015,140356,,guest,pick-up,otc,6/22/2020 17:28,selesai,6/22/2020 17:28,0
886,3805458,235793,,guest,pick-up,otc,6/22/2020 16:01,selesai,6/22/2020 16:01,0
887,3805509,140356,,guest,pick-up,otc,6/22/2020 16:03,selesai,6/22/2020 16:03,0
888,3579723,158293,,guest,pick-up,otc,6/8/2020 17:42,selesai,6/8/2020 17:42,0
889,3579791,199030,,guest,pick-up,otc,6/8/2020 17:50,selesai,6/8/2020 17:50,0
890,3522269,158293,,guest,pick-up,otc,6/4/2020 15:20,selesai,6/4/2020 15:20,0
891,3594816,258044,,guest,pick-up,otc,6/9/2020 16:44,selesai,6/9/2020 16:44,0
892,3594848,55081,,guest,pick-up,otc,6/9/2020 16:45,selesai,6/9/2020 16:45,0
893,3522403,158293,,guest,pick-up,otc,6/4/2020 15:29,selesai,6/4/2020 15:29,0
894,3654565,55081,,guest,pick-up,otc,6/13/2020 13:41,selesai,6/13/2020 13:41,0
895,3531912,171889,,guest,pick-up,otc,6/5/2020 10:35,selesai,6/5/2020 10:35,0
896,3557863,160585,,guest,pick-up,otc,6/7/2020 8:36,selesai,6/7/2020 8:36,0
897,3557931,199030,,guest,pick-up,otc,6/7/2020 8:41,selesai,6/7/2020 8:41,0
898,3504402,135785,,guest,pick-up,otc,6/3/2020 11:45,selesai,6/3/2020 11:45,0
899,3724189,140356,,guest,pick-up,otc,6/17/2020 22:38,selesai,6/17/2020 22:38,0
900,3674017,224763,,guest,pick-up,otc,6/15/2020 8:48,selesai,6/15/2020 8:48,0
901,3678395,143538,,guest,pick-up,otc,6/15/2020 11:19,selesai,6/15/2020 11:19,0
902,3976411,143538,,guest,pick-up,otc,7/1/2020 15:35,selesai,7/1/2020 15:35,0
903,4044433,140356,,guest,pick-up,otc,7/4/2020 23:29,selesai,7/4/2020 23:29,0
904,4044450,140356,,guest,pick-up,otc,7/4/2020 23:34,selesai,7/4/2020 23:34,0
905,3960986,137735,,guest,pick-up,otc,7/1/2020 6:25,selesai,7/1/2020 6:25,0
906,4047507,243324,,guest,pick-up,otc,7/5/2020 9:29,selesai,7/5/2020 9:29,0
907,3997720,137735,,guest,pick-up,otc,7/2/2020 15:19,selesai,7/2/2020 15:19,0
908,4031814,158236,,guest,pick-up,otc,7/4/2020 10:15,selesai,7/4/2020 14:34,0
909,4048392,199030,,guest,pick-up,otc,7/5/2020 10:14,selesai,7/5/2020 10:14,0
910,4016136,227649,,guest,pick-up,otc,7/3/2020 13:34,selesai,7/3/2020 13:34,0
911,4016270,92415,,guest,pick-up,otc,7/3/2020 13:39,selesai,7/3/2020 13:39,0
912,3924535,243324,,guest,pick-up,otc,6/29/2020 9:10,selesai,6/29/2020 9:10,0
913,4822633,54029,243364.0,retailer,same-day,app,8/10/2020 2:00,selesai,8/12/2020 8:13,0
914,4822648,139169,118169.0,retailer,pick-up,app,8/10/2020 2:19,selesai,8/12/2020 11:25,0
915,4822665,138797,1171604.0,retailer,pick-up,app,8/10/2020 3:00,selesai,8/10/2020 14:28,0
916,4822731,60558,172190.0,retailer,pick-up,app,8/10/2020 4:38,selesai,8/11/2020 8:33,0
917,4822733,54199,3402.0,retailer,same-day,app,8/10/2020 4:39,selesai,8/12/2020 14:35,0
918,4822799,136318,76842.0,retailer,pick-up,app,8/10/2020 5:21,selesai,8/11/2020 12:57,0
919,4823967,182342,226170.0,retailer,pick-up,app,8/10/2020 7:02,pesanan-dilihat,8/10/2020 7:55,0
920,4823984,227055,23354.0,retailer,pick-up,app,8/10/2020 7:03,selesai,8/10/2020 17:09,0
921,3801682,140598,107648.0,retailer,same-day,app,6/22/2020 13:16,selesai,6/24/2020 14:10,0
922,3801748,56128,40795.0,retailer,pick-up,app,6/22/2020 13:19,selesai,6/26/2020 13:07,0
923,3801765,54022,1118385.0,retailer,pick-up,otc,6/22/2020 13:20,selesai,6/22/2020 13:20,0
924,3728450,1131,234672.0,retailer,pick-up,otc,6/18/2020 9:06,selesai,6/25/2020 9:33,0
925,3728467,158236,76566.0,retailer,same-day,app,6/18/2020 9:07,selesai,6/19/2020 13:20,0
926,3728484,133272,120113.0,retailer,pick-up,app,6/18/2020 9:07,selesai,6/18/2020 13:47,0
927,3728501,55001,17977.0,retailer,same-day,app,6/18/2020 9:08,selesai,6/19/2020 12:45,0
928,3728533,135560,163947.0,retailer,pick-up,app,6/18/2020 9:09,selesai,6/18/2020 13:56,0
929,3728550,150572,19723.0,retailer,pick-up,app,6/18/2020 9:10,selesai,6/23/2020 7:58,0
930,3728567,54022,1105524.0,retailer,pick-up,otc,6/18/2020 9:10,selesai,6/18/2020 9:10,0
931,3519842,135785,,guest,pick-up,otc,6/4/2020 13:04,selesai,6/4/2020 13:04,0
932,3807081,199030,,guest,pick-up,otc,6/22/2020 17:33,selesai,6/22/2020 17:33,0
933,3596054,158293,,guest,pick-up,otc,6/9/2020 18:39,selesai,6/9/2020 18:39,0
934,3609522,1112009,,guest,pick-up,otc,6/10/2020 15:41,selesai,6/10/2020 15:41,0
935,3609588,199030,,guest,pick-up,otc,6/10/2020 15:45,selesai,6/10/2020 15:45,0
936,3562402,53906,,guest,pick-up,otc,6/7/2020 14:43,selesai,6/7/2020 14:43,0
937,3562552,53906,,guest,pick-up,otc,6/7/2020 14:59,selesai,6/7/2020 14:59,0
938,3562570,178815,,guest,pick-up,otc,6/7/2020 15:01,selesai,6/7/2020 15:01,0
939,3793570,58464,30072.0,retailer,pick-up,otc,6/22/2020 8:42,selesai,6/22/2020 8:42,0
940,3793587,55952,58620.0,retailer,pick-up,app,6/22/2020 8:43,selesai,6/25/2020 14:41,0
941,3793602,136200,110879.0,retailer,pick-up,app,6/22/2020 8:43,selesai,6/23/2020 12:55,0
942,3793670,54281,38768.0,retailer,pick-up,app,6/22/2020 8:45,selesai,6/23/2020 11:34,0
943,3793688,91878,166225.0,retailer,pick-up,app,6/22/2020 8:46,selesai,6/22/2020 18:42,0
944,3642390,178815,,guest,pick-up,otc,6/12/2020 16:55,selesai,6/12/2020 16:55,0
945,3755934,140356,,guest,pick-up,otc,6/19/2020 15:23,selesai,6/19/2020 15:23,0
946,3741461,143538,,guest,pick-up,otc,6/18/2020 19:28,selesai,6/18/2020 19:28,0
947,3741526,143538,,guest,pick-up,otc,6/18/2020 19:35,selesai,6/18/2020 19:35,0
948,3805401,140316,,guest,pick-up,otc,6/22/2020 15:58,selesai,6/22/2020 15:58,0
949,3805420,140356,,guest,pick-up,otc,6/22/2020 15:59,selesai,6/22/2020 15:59,0
950,3796777,171889,,guest,pick-up,otc,6/22/2020 10:21,selesai,6/22/2020 10:21,0
951,3522343,199030,,guest,pick-up,otc,6/4/2020 15:25,selesai,6/4/2020 15:25,0
952,3632897,135560,,guest,pick-up,otc,6/12/2020 9:02,selesai,6/12/2020 9:02,0
953,3620944,57669,,guest,pick-up,otc,6/11/2020 11:38,selesai,6/11/2020 11:38,0
954,3620948,55081,,guest,pick-up,otc,6/11/2020 11:38,selesai,6/11/2020 11:38,0
955,3621029,199030,,guest,pick-up,otc,6/11/2020 11:42,selesai,6/11/2020 11:42,0
956,3557908,160585,,guest,pick-up,otc,6/7/2020 8:39,selesai,6/7/2020 8:39,0
957,3504428,249792,,guest,pick-up,otc,6/3/2020 11:46,selesai,6/3/2020 11:46,0
958,3690736,55081,,guest,pick-up,otc,6/16/2020 7:32,selesai,6/16/2020 7:32,0
959,3690753,140161,,guest,pick-up,otc,6/16/2020 7:34,selesai,6/16/2020 7:34,0
960,3724163,140356,,guest,pick-up,otc,6/17/2020 22:33,selesai,6/17/2020 22:33,0
961,3748663,64592,,guest,pick-up,otc,6/19/2020 10:01,selesai,6/21/2020 7:59,0
962,3551473,55081,,guest,pick-up,otc,6/6/2020 14:25,selesai,6/6/2020 14:25,0
963,3551556,158293,,guest,pick-up,otc,6/6/2020 14:29,selesai,6/6/2020 16:32,0
964,4024401,54995,34614.0,retailer,same-day,app,7/3/2020 21:10,selesai,7/6/2020 15:32,0
965,4024470,57379,33365.0,retailer,next-day,app,7/3/2020 21:17,selesai,7/5/2020 20:08,0
966,4024484,140261,112582.0,retailer,pick-up,app,7/3/2020 21:18,selesai,7/11/2020 21:13,0
967,4024487,57415,163570.0,retailer,pick-up,app,7/3/2020 21:18,selesai,7/6/2020 7:18,0
968,4024501,56579,230788.0,retailer,pick-up,app,7/3/2020 21:20,selesai,7/10/2020 12:09,0
969,4056458,59433,12277.0,retailer,pick-up,app,7/5/2020 21:22,selesai,7/6/2020 13:04,0
970,4056472,208980,173540.0,retailer,pick-up,app,7/5/2020 21:23,selesai,7/7/2020 14:44,0
971,4056475,1147,258.0,retailer,next-day,app,7/5/2020 21:24,selesai,7/11/2020 22:36,0
972,4056489,53628,230231.0,retailer,pick-up,app,7/5/2020 21:26,selesai,7/9/2020 12:48,0
973,4056521,54465,29246.0,retailer,pick-up,app,7/5/2020 21:29,selesai,7/6/2020 23:21,0
974,4056558,132972,230478.0,retailer,pick-up,otc,7/5/2020 21:33,selesai,7/5/2020 21:33,0
975,4056572,57907,36431.0,retailer,pick-up,app,7/5/2020 21:35,selesai,7/6/2020 14:55,0
976,4056575,54188,4317.0,retailer,next-day,app,7/5/2020 21:35,selesai,7/8/2020 7:12,0
977,3976452,143538,,guest,pick-up,otc,7/1/2020 15:37,selesai,7/1/2020 15:37,0
978,3961026,137735,,guest,pick-up,otc,7/1/2020 6:28,selesai,7/1/2020 6:28,0
979,3922589,56161,,guest,pick-up,otc,6/29/2020 8:12,selesai,6/29/2020 8:12,0
980,3923189,56161,,guest,pick-up,otc,6/29/2020 8:30,selesai,6/29/2020 8:30,0
981,4015445,53906,,guest,pick-up,otc,7/3/2020 13:05,selesai,7/3/2020 13:05,0
982,3943963,160585,,guest,pick-up,otc,6/30/2020 9:56,selesai,6/30/2020 9:56,0
983,4016213,137735,,guest,pick-up,otc,7/3/2020 13:37,selesai,7/3/2020 13:37,0
984,4822671,1137,379.0,retailer,pick-up,otc,8/10/2020 3:11,selesai,8/10/2020 18:03,0
985,4822708,220082,1123833.0,retailer,pick-up,app,8/10/2020 4:06,selesai,8/10/2020 21:55,0
986,4822739,91878,166225.0,retailer,pick-up,app,8/10/2020 4:48,selesai,8/11/2020 7:33,0
987,4822771,1151,66339.0,retailer,next-day,app,8/10/2020 5:10,konfirmasi-perubahan,8/11/2020 10:35,0
988,4823944,56113,37790.0,retailer,same-day,app,8/10/2020 7:01,selesai,8/10/2020 23:08,0
989,4823961,138845,173088.0,retailer,pick-up,app,8/10/2020 7:02,selesai,8/11/2020 10:48,0
990,4823976,139013,211475.0,retailer,pick-up,app,8/10/2020 7:03,selesai,8/10/2020 9:55,0
991,3738654,53897,20636.0,retailer,pick-up,app,6/18/2020 15:57,selesai,7/10/2020 13:37,0
992,3738686,132747,128666.0,retailer,pick-up,app,6/18/2020 15:58,selesai,6/19/2020 17:11,0
993,3738703,132943,127464.0,retailer,pick-up,otc,6/18/2020 15:59,selesai,6/18/2020 15:59,0
994,3738717,132446,114472.0,retailer,pick-up,app,6/18/2020 15:59,selesai,6/18/2020 16:58,0
995,3738786,176968,81432.0,retailer,same-day,app,6/18/2020 16:02,selesai,6/20/2020 7:50,0
996,3528486,131583,15012.0,retailer,pick-up,app,6/5/2020 8:07,selesai,6/19/2020 11:55,0
997,3528501,66868,89768.0,retailer,pick-up,app,6/5/2020 8:07,selesai,6/6/2020 19:51,0
998,3509781,140356,,guest,pick-up,otc,6/3/2020 18:05,selesai,6/3/2020 18:05,0
999,3688922,141815,257233.0,retailer,pick-up,app,6/15/2020 22:45,selesai,6/20/2020 12:04,0
1000,3743389,197243,233456.0,retailer,pick-up,app,6/19/2020 4:48,selesai,6/19/2020 7:28,0
1001,3743406,137720,98022.0,retailer,pick-up,app,6/19/2020 5:00,selesai,6/25/2020 10:02,0
1002,3722916,145853,,guest,pick-up,otc,6/17/2020 19:54,selesai,6/17/2020 19:54,0
1003,3797707,54022,6122.0,retailer,pick-up,otc,6/22/2020 10:48,selesai,6/26/2020 20:32,0
1004,3797724,55979,4250.0,retailer,pick-up,app,6/22/2020 10:48,siap-diambil,6/24/2020 23:06,0
1005,3710786,234791,,guest,pick-up,otc,6/17/2020 9:24,selesai,6/17/2020 9:24,0
1006,3519728,135785,,guest,pick-up,otc,6/4/2020 12:57,selesai,6/4/2020 12:57,0
1007,3800045,137735,,guest,pick-up,otc,6/22/2020 12:08,selesai,6/22/2020 12:08,0
1008,3479952,57669,,guest,pick-up,otc,6/1/2020 13:40,selesai,6/1/2020 13:42,0
1009,3570951,137074,,guest,pick-up,otc,6/8/2020 10:05,selesai,6/8/2020 10:05,0
1010,3546734,135785,,guest,pick-up,otc,6/6/2020 10:12,selesai,6/6/2020 10:12,0
1011,3501144,57918,,guest,pick-up,otc,6/3/2020 9:17,selesai,6/3/2020 9:17,0
1012,3501393,134684,,guest,pick-up,otc,6/3/2020 9:28,selesai,6/3/2020 9:28,0
1013,3658442,199030,,guest,pick-up,otc,6/13/2020 18:08,selesai,6/13/2020 18:08,0
1014,3501795,64592,,guest,pick-up,otc,6/3/2020 9:46,selesai,6/3/2020 9:46,0
1015,3556111,140356,,guest,pick-up,otc,6/6/2020 23:45,selesai,6/6/2020 23:45,0
1016,3530573,199030,,guest,pick-up,otc,6/5/2020 9:39,selesai,6/5/2020 9:39,0
1017,3644134,131585,,guest,pick-up,otc,6/12/2020 19:51,selesai,6/12/2020 19:51,0
1018,3588080,54049,,guest,pick-up,otc,6/9/2020 10:41,selesai,6/9/2020 10:41,0
1019,3602018,137950,,guest,pick-up,otc,6/10/2020 9:30,selesai,6/10/2020 9:30,0
1020,3524408,158293,,guest,pick-up,otc,6/4/2020 18:10,selesai,6/4/2020 18:10,0
1021,3798024,55081,,guest,pick-up,otc,6/22/2020 10:58,selesai,6/22/2020 10:58,0
1022,3794646,150572,,guest,pick-up,otc,6/22/2020 9:16,selesai,6/22/2020 9:16,0
